PWL_ID,WIN,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Length
0104-0075,Ont 158..E-23-43 thru 47,Minor Tribs to Cattaraugus Creek,"total length of sel. tribs, fr Springville to Still Cor",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0075.pdf,110136.6619
0105-0001,Ont 158..E-68,"Chautauqua Creek, Lower, and minor tribs","stream and selected tribs, fr mouth to near Minton Res",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0001.html,9648.706476
1005-0061,C-134- 4-17,Winchell Creek and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0061.pdf,51107.94944
1005-0063,C-134- 4-19,"Halfway Creek, Upper, and tribs",stream and selected tribs above Tripoli,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0063.html,63488.88445
1005-0064,C-134- 4-19- 8,"Bishop Brook, Lower, and tribs",stream and tribs from mouth to Hadlock Pond,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0064.html,46347.62491
1006-0002,C-101-P367-59,Indian Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0002.html,47402.40121
1006-0003,"C-101-P367-53,56",Huddle/Finkle Brooks and tribs,total length of both streams and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0003.html,30335.32439
1006-0004,C-101-P367-42 thru 48,"Tribs to L.George, Town of Lake George",total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0004.html,9158.763521
1006-0006,C-101-P367-86,Hague Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0006.html,28876.27792
1006-0008,C-101-P367-32 thru 40,"Tribs to L.George, Village of L George",total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0008.html,35910.38001
1006-0017,C-101,Ticonderoga Creek,entire stream,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0017.html,75340.7477
1006-0018,C-101- 1,Trout Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0018.html,11402.5128
1006-0020,C-101-P367- 1 thru 26,"Tribs to L.George, East Shore",total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0020.html,93797.53374
0403-0077,Ont 117 (portion  8),"Genesee River, Upper, Main Stem",from Caneadea to Angelica,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0077.pdf,15368.52024
1003-0001,C- 15 (portion 2),"Saranac River, Lower, Main Stem",river from Woods Mills to Plattsburgh Town Line,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0001.pdf,8149.828253
0801-0277,Ont  19- 40 (portion  6),"Beaver River, Middle, and tribs","stream and tribs, fr Effley Falls Res to Soft Maple Res",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0277.html,50370.50398
0601-0177,SR-204-P392- 1,Herkimer Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0177.pdf,38733.75645
0601-0178,SR-204-P392- 3,Hyder Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0178.pdf,23482.43132
0601-0179,SR-P404-,Minor Tribs to Otsego Lake,selected/minor tribs to lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0179.html,71644.32894
0601-0180,SR-P404-12,Hayden Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0180.pdf,25666.31616
0601-0181,SR-P404-14,Shadow Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0181.pdf,53503.61549
0601-0182,SR (portion 5),"Susquehanna River, Main Stem",from Binghamton to NY-Pa state line nr Riverside,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0182.html,26825.78551
0601-0185,SR-103,"Hotchkiss Creek, Upper, and tribs",stream and tribs above Windsor,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0185.pdf,2592.826247
0601-0186,SR-124 thru 145 (selected),Minor Tribs to Susquehanna River,total length of select tribs from Nineveh to Sidney,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0186.pdf,150406.6796
1004-0046,C- 48,"Boquet River, Middle, and minor tribs",stream and selected tribs from Wadhams to Elizabethtown,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0046.html,68282.19214
0801-0259,Ont  19- 22,Lake Creek and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0259.pdf,14195.79291
1304-0015,H- 95- 5- 2,"Hell Hollow Creek, Upper, and tribs","stream and tribs, above unnamed pond",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0015.pdf,1412.885724
1304-0021,H- 95-10,"Sprout Creek, Lower, and tribs","stream and tribs, from mouth to Noxon",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0021.pdf,29416.94159
0801-0347,"Ont  19- 81- 2,4","Upper Beauty, Upper Deer Creeks",total length of tribs of Lyons Falls water supply,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0347.html,2108.090252
0601-0176,SR-204- 5,Fly Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0176.pdf,53156.39664
1304-0027,H- 95-13,Wickopee Creek/Shenendoah Brook and trib,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0027.pdf,52247.03887
1304-0028,H- 95-14,Sylvan Lake Outlet and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0028.pdf,7616.12584
1304-0030,H- 95-19,Whaley Lake Brook and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0030.pdf,39886.62844
1304-0031,H- 95-19- 3,"Gardner Hollow Brook, Upper, and tribs","stream and tribs, above reservoir",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0031.pdf,16983.88868
1305-0011,H-101 (portion 5),"Wappingers Cr, Upper, and tribs","stream and tribs, above Stanfordville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0011.html,131077.5089
1305-0012,H-101 (portion 1),"Wappingers Cr, Lower, and minor tribs","stream and select tribs, from mouth to Wappingers Falls",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0012.html,16730.05883
1305-0013,H-101 (portion 3),"Wappingers Cr, Middle, and minor tribs","stream and select tribs, fr Wapp.Falls to Pleasnt.Vall.",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0013.html,68710.71564
1202-0033,H-240- 82- 63-10,Panther Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0033.pdf,20896.7468
1401-0076,D-11 thru 33 (selected),Minor Tribs to Delaware River,total length of selected tribs fr Pt.Jervis & Minsnk Fd,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0076.pdf,36063.80257
1401-0077,D-13,Fish Cabin Creek and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0077.pdf,13977.34456
1401-0078,D-16,Mill Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0078.pdf,50131.83688
0801-0317,Ont  19- 51,"North Branch Mill Creek, and tribs","stream and tribs, above Lowville",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0317.html,59224.10105
0801-0318,Ont  19- 52 thru 56 (selected),Minor Tribs to Middle Black River,"total length of all tribs, from Lowville to Pine Grove",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0318.html,277110.8476
1202-0035,H-240- 82- 63-13,"West Creek, Upper, and tribs","stream and tribs, above Seward",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0035.pdf,73394.10739
1202-0039,H-240- 82- 63-P599-,Tribs to Richmondville Water Supply,total length of all tribs to Richmondville Water Supply,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0039.pdf,6107.917825
1202-0040,H-240- 82- 64 thru 109,Minor Tribs to Schoharie Creek,"total length of sel. tribs, Cobleskill to B-Gilboa Res.",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0040.pdf,304821.8411
1202-0041,H-240- 82- 67,"Fox Creek, Middle, and minor tribs","stream and selected tribs, from Gallupville to Berne",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0041.html,98103.2331
1202-0043,H-240- 82- 67-26,Beaverdam Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0043.pdf,38066.10676
1202-0045,H-240- 82- 87,Line Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0045.pdf,26709.27246
1202-0046,H-240- 82- 89,"Little Schoharie Creek, Lower, and tribs","stream and tribs, from mouth to Middleburg Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0046.pdf,23420.86059
1202-0047,H-240- 82- 89,"Little Schoharie Creek, Upper, and tribs","stream and tribs, above Middleburg Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0047.pdf,52403.55265
0105-0003,Ont 158..E-96,Twentymile Creek and minor tribs,entire stream and selected tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0003.html,95733.68434
1001-0017,C- 86,Mill Brook and minor tribs,entire stream and selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0017.pdf,29430.03768
1001-0018,C-  5 thru 13,Riley Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0018.pdf,58321.66771
1001-0019,C- 14,Dead Creek and minor tribs,entire stream and selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0019.pdf,137902.5294
1001-0022,C- 49 thru 99 (selected),Minor Tribs to Lake Champlain,"total length of selected tribs, Main Lake South",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0022.html,136898.2506
1001-0023,C- 73,Housington Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0023.pdf,29112.82731
1001-0024,C- 80,"Beaver Brook, Upper, and tribs",stream and tribs above D&H railroad crossing,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0024.pdf,17904.07421
1001-0025,C- 86-3,"Bartlett Brook, Upper, and minor tribs",stream and selected tribs abv Pt Henry water supply dam,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0025.pdf,20709.27121
1001-0026,C- 86-5,Mill Brook Tributary,stream and tribs above Mineville water supply dam,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0026.pdf,6484.97307
1002-0001,C-  3 (portion 2),"Great Chazy River, Lower, Main Stem",river from Champlain waterworks dam to North Branch,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0001.html,30361.81705
1002-0003,C-  4,"Little Chazy River, Lower, and tribs",stream and tribs from mouth to West Chazy,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0003.html,89061.89101
1002-0008,C-  4,"Little Chazy River, Upper, and tribs",stream and tribs above West Chazy,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0008.pdf,101731.1921
1002-0010,C-  3 (portion 1),"Great Chazy River, Lower, Main Stem",river from mouth to Champlain waterworks dam,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0010.pdf,13601.6932
1002-0011,C-  3- 1 thru 22 (selected),"Minor Tribs to Great Chazy River, Lower","total length of selected tribs, fr mouth to North Br",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0011.pdf,255159.4603
1002-0012,C-  3- 2,Corbeau Creek and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0012.html,100171.6706
1002-0013,C-  3-25,"North Branch, Lower, and minor tribs",stream and selected tribs from mouth to Ellenburg Depot,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0013.pdf,167957.7804
1002-0014,C-  3-25,"North Branch, Upper, and tribs",stream and tribs above Ellenburg Depot,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0014.pdf,175858.7789
1002-0016,C-  3-25- 5,Graves Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0016.pdf,69694.36662
1002-0017,C-  3 (portion 3),"Great Chazy River, Middle, and tribs",stream and tribs from North Branch to Miner Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0017.html,85618.57207
1002-0018,C-  3 (portion 5),"Great Chazy River, Upper, and tribs",stream and tribs from Miner Lake to Chazy Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0018.pdf,133419.4317
1002-0020,C-  3-35,Stillwater Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0020.pdf,54541.38159
1002-0021,C-  3-P20-,Tribs to Chazy Lake,total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0021.pdf,70490.90691
1002-0023,C-  1 thru 2 (selected),Minor Tribs to Lake Champlain,"total length of selected tribs, Main Lake North",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0023.pdf,20007.4541
1003-0021,C- 15 (portion 3),"Saranac River, Middle, Main Stem",river from near Plattsburgh Town Line to Clayburg,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0021.html,31284.86575
1003-0038,C- 15-22,"North Branch Saranac, Lower, minor tribs",stream and selected tribs from mouth to Mud Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0038.html,193339.854
1003-0041,C- 15-22,"North Branch Saranac, Upper, and tribs",stream and tribs above Mud Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0041.html,43165.80843
1003-0044,C- 15 (portion 6),"Saranac River, Upper, Main Stem",river from Franklin Falls Pond to Saranac Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0044.html,57169.463
1003-0121,C- 15-P110- 1 thru 8,Tribs to Middle Saranac Lake,total length of all tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0121.pdf,9919.936949
1004-0010,C- 21,"Salmon River, Lower, and tribs",stream and tribs from mouth to Davis Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0010.pdf,121705.4074
1004-0013,C- 25-26,"West Br Ausable, Middle, and tribs",stream and tribs from Wilmington to Lake Placid,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0013.html,104632.6506
1004-0014,C- 25-27,"East Br Ausable, Lower, and minor tribs",stream and selected tribs from mouth to Upper Jay,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0014.pdf,81226.01632
0105-0006,Ont 158..E-25- 1,"Walnut Creek, Lower, and tribs","stream and tribs, from the mouth to Forestville",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0006.html,40443.83025
0105-0007,Ont 158..E-25,"Silver Creek, Lower, and minor tribs","stream and selected tribs, from mouth to Smith Mills",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0007.html,34935.86951
0105-0008,Ont 158..E-37,"Canadaway Creek, Lower, and tribs","stream and tribs, from mouth to Shumla",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0008.pdf,59175.26582
0105-0010,Ont 158..E-50,Slippery Rock Creek and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0010.pdf,18217.3357
0105-0012,Ont 158..E-25,"Silver Creek, Upper, and tribs","stream and tribs, above Smith Mills",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0012.pdf,52591.83005
0105-0013,Ont 158..E-25- 1,"Walnut Creek, Upper, and tribs","stream and tribs, above Forestville",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0013.html,59322.98673
0403-0075,Ont 117-201-11,Wileyville Creek and tribs,entire stream and tribs (in NYS),Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0075.pdf,34910.75561
0801-0275,Ont  19- 40 (portion  4),"Beaver River, Middle, and tribs","stream and tribs, fr High Falls Pd to Effley Falls Res",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0275.pdf,7947.865271
0801-0338,Ont  19- 68,"Tannery Creek, Upper, and tribs","stream and tribs, above Greig",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0338.html,12079.06425
0801-0340,"Ont  19- 70- 4-P689-1,2",Tribs to Brantingham Lake,total length of all tribs to lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0340.pdf,11134.57292
0801-0342,Ont  19- 78,Mill Creek and minor tribs,entire stream and select tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0342.html,28363.89049
0801-0343,Ont  19- 78- 2,Mill Creek Trib,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0343.pdf,10530.37884
0801-0346,Ont  19- 81,"South Br Moose R, Upper, and minor tribs","stream and select tribs, above Indian River",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0346.html,159175.443
0801-0266,Ont  19- 31-18,Smith Creek and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0266.pdf,25887.50247
0404-0010,Ont 117- 66- 3,"Keshequa Creek, Lower, and tribs",stream and tribs from mouth to Tuscarora,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0010.pdf,54294.7303
0404-0011,Ont 117- 66-22,Mill Creek and minor tribs,entire stream and minor tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0011.html,85045.41642
1401-0082,D-25,"Halfway Brook, Upper, and tribs",stream and tribs above Sidwell Lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0082.pdf,32303.05136
0801-0398,Ont  19- 81-61,Otter Brook and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0398.html,62435.52891
0801-0402,Ont  19- 82,Black River Canal and minor tribs,entire canal and select tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0402.pdf,47796.59797
0801-0404,Ont  19- 83 thru 93 (selected),Minor Tribs to Middle Black River,"total length of sel tribs, Lyons Falls to Hawkinsville",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0404.html,70234.26498
1202-0032,H-240- 82- 63- 9,Cobleskill Creek Trib,"stream and tribs, above Cobleskill Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0032.pdf,4606.590862
1403-0020,D-70 (portion 5),"East Branch Delaware, Upper, and tribs",entire stream and tribs above Roxbury,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0020.pdf,37666.85506
1403-0023,D-70-20,"Beaver Kill, Upper, and tribs",stream and tribs above Turnwood,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0023.pdf,80282.1556
1403-0024,D-70-20-19,Russell Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0024.pdf,21122.48515
1403-0025,D-70-20-25,"Willowemoc Creek, Middle, and tribs",stream and selected tribs fr Livingston Mnr to Debruce,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0025.pdf,42311.03538
1403-0026,D-70-20-25,"Willowemoc Creek, Upper, and tribs",stream and tribs above Debruce,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0026.html,108004.2976
1403-0029,D-70-20-25- 8,Cattail Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0029.html,22286.52116
1403-0033,D-70-20-25-11,Sprague Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0033.pdf,29455.76689
