Segment_ID,Segment_Name,Class,FACT_SHEET,HMW ,Waterbody_Index_Number,Description,Monitoring_Data,USGS,6NYCRR_Chapter_X_Part,Basin,Segment_Miles,Waterbody_Type,Notes,Shape__Area,Shape__Length
0202-0036,"Minor Tribs to Chautauqua Lake, S.Ellery",C,https://www.dec.ny.gov/data/WQP/PWL/0202-0036.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0036/2018,Pa-63-13- 4-P122-28-31,total length of selected/smaller tribs to Chautauqua Lk,,,800,Allegheny River,9.2,Streams,,,14802.10289
0202-0037,Dutch Hollow Creek and tribs,B,https://www.dec.ny.gov/data/WQP/PWL/0202-0037.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0037/2018,Pa-63-13- 4-P122-30,entire stream and tribs,,,800,Allegheny River,10.3,Streams,,,16575.26536
0202-0038,"Mill Creek, Upper, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0202-0038.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0038/2018,Pa-63-13-20,"stream and tribs, from mouth to Sinclairville",,,800,Allegheny River,32.61,Streams,,,52479.08827
0202-0039,Bear Lake Outlet and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0039.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0039/2018,Pa-63-13-23,entire stream and tribs,,,800,Allegheny River,59.79,Streams,,,96227.00135
0202-0040,Tribs to Cassadaga Lakes,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0040.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0040/2018,Pa-63-13-P133/P134/P135-,total length of all tribs to Cassadaga Lakes,,,800,Allegheny River,8.01,Streams,,,12894.97352
0202-0041,Mud/Clark Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0202-0041.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0041/2018,Pa-63-15,entire stream and tribs,,,800,Allegheny River,26.79,Streams,,,43120.26148
0202-0042,Little Conewango Creek and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0202-0042.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0042/2018,Pa-63-25,entire stream and selected tribs,,,800,Allegheny River,62.92,Streams,,,101262.583
0202-0043,Battle Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0043.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0043/2018,Pa-63-25- 2,entire stream and tribs,,,800,Allegheny River,21.13,Streams,,,33997.93601
0202-0044,Elm Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0202-0044.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0044/2018,Pa-63-25- 4,entire stream and tribs,,,800,Allegheny River,39.24,Streams,,,63532.82662
0202-0050,West Branch Conewango and minor tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0050.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0050/2018,Pa-63-44,entire stream and selected tribs,,,800,Allegheny River,75.96,Streams,,,122253.7439
0202-0051,North Branch Conewango Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0051.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0051/2018,Pa-63-44- 3,entire stream and tribs,,,800,Allegheny River,10.99,Streams,,,17681.67367
0202-0055,Slab City Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0055.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0055/2018,Pa-63-47,entire stream and tribs,,,800,Allegheny River,62.2,Streams,,,100093.5717
0202-0057,Little Brokenstraw Creek and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0202-0057.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0057/2018,Pa-71,entire stream and selected tribs,,,800,Allegheny River,30.49,Streams,,,51258.72378
0202-0058,"East Br. Little Brokenstraw, and tribs",C(T),https://www.dec.ny.gov/data/WQP/PWL/0202-0058.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0058/2018,Pa-71- 3,entire stream and tribs,,,800,Allegheny River,28.41,Streams,,,45727.89205
0202-0059,Minor Tribs to Pennsylvania,B,https://www.dec.ny.gov/data/WQP/PWL/0202-0059.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0059/2018,Pa-72 thru 75,total length of selected/smaller tribs to Pennsylvania,,,800,Allegheny River,5.05,Streams,,,5939.855593
0202-0060,Gallup/Town Stream and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0060.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0060/2018,Pa-77- 1,entire stream and tribs,,,800,Allegheny River,14.26,Streams,,,22951.04542
0202-0061,Brownell Branch and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0061.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0061/2018,Pa-77- 2,entire stream and tribs,,,800,Allegheny River,27.18,Streams,,,43743.9829
0202-0062,Minor Tribs to Pennsylvania,B,https://www.dec.ny.gov/data/WQP/PWL/0202-0062.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0062/2018,"Pa-78,79",total length of selected/smaller tribs to Pennsylvania,,,800,Allegheny River,3.68,Streams,,,5923.57873
0202-0063,"French Creek, Middle, and minor tribs",C,https://www.dec.ny.gov/data/WQP/PWL/0202-0063.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0063/2018,Pa-81,"stream and selected tribs, from French Creek to Sherman",,,800,Allegheny River,52.39,Streams,,,84318.23439
0202-0064,"French Creek, Upper, and tribs",B,https://www.dec.ny.gov/data/WQP/PWL/0202-0064.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0064/2018,Pa-81,"stream and tribs, above Sherman",,,800,Allegheny River,26.46,Streams,,,42582.19309
0202-0065,Beaver Meadow Brook and tribs,B,https://www.dec.ny.gov/data/WQP/PWL/0202-0065.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0065/2018,Pa-81- 7,entire stream and tribs,,,800,Allegheny River,22.25,Streams,,,34278.09096
0202-0066,Black Brook and tribs,B,https://www.dec.ny.gov/data/WQP/PWL/0202-0066.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0066/2018,Pa-81-10,entire stream and tribs,,,800,Allegheny River,6.3,Streams,,,11674.95628
0202-0067,"South Parks and Parks Brook, and tribs",B,https://www.dec.ny.gov/data/WQP/PWL/0202-0067.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0067/2018,"Pa-81-16,17",total length of both streams and tribs,,,800,Allegheny River,10.42,Streams,,,16773.34819
0202-0068,Alder Bottom Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0068.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0068/2018,Pa-81-25,entire stream and tribs,,,800,Allegheny River,20.11,Streams,,,32371.50569
0202-0069,Mansion Creek and tribs,B,https://www.dec.ny.gov/data/WQP/PWL/0202-0069.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0069/2018,Pa-81-26,entire stream and tribs,,,800,Allegheny River,4.8,Streams,,,7729.572278
0202-0070,Minor Tribs to Pennsylvania,C(T),https://www.dec.ny.gov/data/WQP/PWL/0202-0070.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0070/2018,"Pa-82,83",total length of selected/smaller tribs to Pennsylvania,,,800,Allegheny River,8.46,Streams,,,13608.53513
0202-0071,West Branch French Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0202-0071.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0202-0071/2018,Pa-84,entire stream and tribs,,,800,Allegheny River,41.48,Streams,,,66756.84577
0201-0027,"Minor Tribs to Allegheny Reservoir, west",C,https://www.dec.ny.gov/data/WQP/PWL/0201-0027.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0201-0027/2018,Pa-53- 1 thru 20 (selected),"total length of selected tribs to reservoir, from west",,,802,Allegheny River,9.89,Streams,SN,,108711.0219
1701-0004,Lower New York Bay,SB,https://www.dec.ny.gov/data/WQP/PWL/1701-0004.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0004/2018,(MW1.1)  LB,"entire bay, as described below",,,890,Atlantic Ocean/Long Island Soun,,Estuary,,7949395.114,17689.94696
1701-0005,"Jamaica Bay, Eastern, and tribs (Queens)",SB,https://www.dec.ny.gov/data/WQP/PWL/1701-0005.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0005/2018,(MW8.5)  JB,portion of bay and selected tidal tribs within Queens,,,891,Atlantic Ocean/Long Island Soun,,Estuary,,28818710.79,185813.8732
1701-0006,Hendrix Creek,I,https://www.dec.ny.gov/data/WQP/PWL/1701-0006.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0006/2018,(MW8.6a) JB-249a,entire creek/basin,,,891,Atlantic Ocean/Long Island Soun,,Estuary,,220629.1455,4393.141317
1701-0007,Hawtree Basin,I,https://www.dec.ny.gov/data/WQP/PWL/1701-0007.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0007/2018,(MW8.5a) JB-248,entire basin,,,891,Atlantic Ocean/Long Island Soun,,Estuary,,134316.9719,6867.850926
1701-0011,Gowanus Canal,SD,https://www.dec.ny.gov/data/WQP/PWL/1701-0011.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0011/2018,(MW1.3)  UB-EB-  1,entire canal,https://www.riverkeeper.org/water-quality/hudson-river/nyc-hudson-bergen/gowanus-canal/,,890,Atlantic Ocean/Long Island Soun,,Estuary,,522020.2258,16800.61599
1701-0022,Upper New York Bay,I,https://www.dec.ny.gov/data/WQP/PWL/1701-0022.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0022/2018,(MW1.3)  UB,"entire bay, as described below",,,890,Atlantic Ocean/Long Island Soun,,Estuary,,25315032.31,69210.90688
1701-0030,"Flanders Bay, East/Center, and tribs",SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0030.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0030/2018,(MW6.1e) FB,"entire bay, as described below",,,921,Atlantic Ocean/Long Island Soun,,Estuary,,8790232.043,15546.51782
1701-0031,Lake Montauk,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0031.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0031/2018,(MW6.3h) BIS..P761,entire tidal waterbody,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,4368424.151,14008.32298
1701-0032,Hempstead Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0032.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0032/2018,(MW8.4)  HB,entire bay,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,5332451.434,75231.97238
1701-0033,Shinnecock Bay (and Inlet),SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0033.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0033/2018,(MW7.1b) AO-SB,entire bay (including inlet),,,923,Atlantic Ocean/Long Island Soun,,Estuary,,32223093.62,75534.23612
1701-0034,Mecox Bay and tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0034.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0034/2018,(MW7.1b) AO-P790,entire bay and selected/smaller tidal tribs,,,923,Atlantic Ocean/Long Island Soun,,Estuary,,4320060.121,31308.81313
1701-0035,Sag Harbor and Sag Harbor Cove,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0035.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0035/2018,"(MW6.3e) GB-SIS-SHB,SHC",entire harbor and cove,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,5428523.969,27390.70447
1701-0036,Three Mile Harbor,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0036.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0036/2018,(MW6.3f) GB-TMH,entire harbor,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,4145365.287,21304.90991
1701-0037,North Sea Harbor and tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0037.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0037/2018,(MW6.3c) GB..LPB-123-P659,entire harbor and selected/smaller tidal tribs,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,796029.9402,16682.61338
1701-0039,"Great South Bay, East",SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0039.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0039/2018,(MW7.3)  AO-GSB (portion 1),"portion of bay, as described below",,,922,Atlantic Ocean/Long Island Soun,,Estuary,,48332124.18,61278.57796
1701-0040,"Great South Bay, Middle",SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0040.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0040/2018,(MW7.3)  AO-GSB (portion 2),"portion of bay, as described below",,,925,Atlantic Ocean/Long Island Soun,,Estuary,,124692234.9,117128.0257
1701-0042,Quantuck Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0042.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0042/2018,(MW7.1c) AO-QB,entire bay,,,923,Atlantic Ocean/Long Island Soun,,Estuary,,1035944.027,6994.437165
1701-0044,Southold Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0044.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0044/2018,(MW6.1b) GB-SIS(-SB),entire bay,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,2931505.113,9987.304428
1701-0046,Northwest Creek and tidal tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0046.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0046/2018,(MW6.3f) GB-SIS-NH-136,entire tidal reach and tribs,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,583075.9651,7296.116166
1701-0047,Acabonack Harbor,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0047.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0047/2018,(MW6.3f) GB-AH,entire harbor,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,1190613.141,17459.12061
1701-0049,Stirling Creek and Basin,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0049.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0049/2018,(MW6.1b) GB-SIS- 78,entire basin,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,150082.9541,3791.517541
1701-0050,Dering Harbor,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0050.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0050/2018,(MW6.1b) GB-SIS(-DH),entire harbor,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,850152.5276,7258.54418
1701-0112,Tiana Bay and tidal tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0112.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0112/2018,(MW7.1b) AO-SB-TB,entire bay and tidal tribs,,,923,Atlantic Ocean/Long Island Soun,,Estuary,,2395461.935,11983.50514
1701-0127,Cold Spring Pond and tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0127.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0127/2018,(MW6.3b) GB..GPB-121/P647,entire tidal waterbody,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,832232.958,9752.559752
1701-0132,West Neck Harbor,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0132.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0132/2018,(MW6.3d) GB-SIS-SI-9-WNH,entire harbor,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,1531154.886,6618.640425
1701-0145,Georgica Pond,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0145.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0145/2018,(MW7.1a) AO-P780,entire tidal waterbody,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,1180601.185,12910.76907
1701-0162,Hashamomuck Pond,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0162.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0162/2018,(MW6.1b) GB-SIS-P420,"entire bay, as described below",,,924,Atlantic Ocean/Long Island Soun,,Estuary,,541317.4099,5565.477204
1701-0163,Coecles Harbor,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0163.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0163/2018,(MW6.1a) GB-CI,entire inlet,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,4779471.115,21025.77861
1701-0164,Gardiners Bay and minor tidal tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0164.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0164/2018,(MW6.1a) GB,"entire bay, as described below",https://soundhealthexplorer.org/swimmable/beaches/orient-beach-state-park/2022/,,924,Atlantic Ocean/Long Island Soun,,Estuary,,164524259.6,66818.76561
1701-0165,Great Peconic Bay and minor coves,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0165.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0165/2018,(MW6.1d) GB..GPB,entire bay and selected/smaller tidal tribs,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,77542171.38,36983.2928
1701-0166,Napeague Harbor and tidal tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0166.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0166/2018,(MW6.3h) BIS-NB-NH,entire harbor and tidal tribs,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,3533836.91,10414.38934
1701-0167,Noyack Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0167.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0167/2018,(MW6.3d) GB-SIS(-NB),entire bay,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,17336081.99,18203.79444
1701-0168,Orient Harbor and minor tidal tribs,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0168.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0168/2018,(MW6.1a) GB-OH,entire harbor and selected/smaller tidal tribs,,https://waterdata.usgs.gov/ny/nwis/uv/?site_no=01304200,924,Atlantic Ocean/Long Island Soun,,Estuary,,11463813.87,17395.97489
1701-0169,Oyster Pond/Lake Munchogue,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0169.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0169/2018,(MW6.3h) BIS..P764,entire tidal waterbody,,,924,Atlantic Ocean/Long Island Soun,,Estuary,,484966.064,3904.790366
1701-0173,"Great South Bay, West",SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0173.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0173/2018,(MW7.3)  AO-GSB (portion 3),"portion of bay, as described below",,,925,Atlantic Ocean/Long Island Soun,,Estuary,,46593591.05,217318.3984
1701-0178,Mill Basin and tidal tribs,SB,https://www.dec.ny.gov/data/WQP/PWL/1701-0178.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0178/2018,(MW8.6a) JB-250b,entire basin and tidal tribs,,,891,Atlantic Ocean/Long Island Soun,,Estuary,,1224490.327,13040.4072
1701-0193,Gerritsen Creek and tidal tribs,SB,https://www.dec.ny.gov/data/WQP/PWL/1701-0193.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0193/2018,(MW8.6a) JB-251,entire basin and tidal tribs,,,891,Atlantic Ocean/Long Island Soun,,Estuary,,913443.1802,15012.90646
1701-0200,LI Tidal Tribs to South Oyster Bay,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0200.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0200/2018,(MW8.1a) SOB-217 thru 223 (select),total area of selected tidal tribs to bay,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,1601629.825,71671.49624
1701-0202,East Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0202.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0202/2018,(MW8.2)  EB,"entire bay, as described below",,,885,Atlantic Ocean/Long Island Soun,,Estuary,,12303751.25,129522.3788
1701-0208,Middle Bay,SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0208.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0208/2018,(MW8.3)  MDB,"entire bay, as described below",,,885,Atlantic Ocean/Long Island Soun,,Estuary,,9170220.057,136467.6714
1701-0210,LI Tidal Tribs to Middle Bay,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0210.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0210/2018,(MW8.3a) MDB-228 thru 232 (select),total area of selected tidal tribs to bay,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,340581.4541,21807.47324
1701-0214,Long Creek/Baldwin Bay/Parsonage Cove,SB,https://www.dec.ny.gov/data/WQP/PWL/1701-0214.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0214/2018,"(MW8.3)  MDB-LC,BB,PC",total area of channel/bay/cove,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,2559324.026,40657.96397
1701-0215,"Reynolds Channel, east",SA,https://www.dec.ny.gov/data/WQP/PWL/1701-0215.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0215/2018,(MW8.3)  MDB-RC,"channel, from Jones Inlet to Long Beach Blvd",,,885,Atlantic Ocean/Long Island Soun,,Estuary,,1922963.872,24056.23425
1701-0216,"Reynolds Channel, west",SB,https://www.dec.ny.gov/data/WQP/PWL/1701-0216.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0216/2018,(MW8.4)  HB-RC (portion 2),"channel, from Long Beach Blvd to Atlantic Beach Bridge",,https://waterdata.usgs.gov/ny/nwis/uv/?site_no=01310740,891,Atlantic Ocean/Long Island Soun,,Estuary,,2753031.323,16075.8402
1701-0218,LI Tidal Tribs to Hempstead Bay,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0218.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0218/2018,(MW8.4a) HB-232 thru 237,total area of selected tidal tribs to bay,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,1571246.825,45595.53406
1701-0220,Hog Island Channel,SB,https://www.dec.ny.gov/data/WQP/PWL/1701-0220.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0220/2018,(MW8.4)  HB-HIC,entire channel,,https://waterdata.usgs.gov/ny/nwis/uv/?site_no=01311143,885,Atlantic Ocean/Long Island Soun,,Estuary,,751193.156,14452.94948
1701-0224,LI Tidal Tribs to Jamaica Bay,SC,https://www.dec.ny.gov/data/WQP/PWL/1701-0224.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1701-0224/2018,(MW8.5a) JB-238 thru 241 (selected,total area of selected tidal tribs to bay,,,885,Atlantic Ocean/Long Island Soun,,Estuary,,916735.9709,37523.70914
