PWL_ID,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Area,Shape__Length,WIN
0601-0082,Gardners Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0082.pdf,6474.233154,447.6971603,
0601-0083,Zimmermans Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0083.pdf,20017.6062,1100.868324,
0601-0117,Allen Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0117.pdf,213006.5735,1847.692873,
0402-0056,Jenkins Pond,entire lake,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0056.pdf,43021.60437,857.6171558,
0402-0065,Horseshoe Pond,entire lake,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0065.pdf,108999.9679,4192.595305,
0402-0072,Rush Reservoir,entire lake,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0072.pdf,52295.61206,1116.894361,
0602-0081,Solon Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0081.pdf,154715.3158,1722.407059,
0602-0086,DeRuyter Reservoir,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0086.html,2242865.465,9994.517144,
0602-0041,Eaton Brook Reservoir,entire reservoir,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0041.html,1111311.059,9137.127566,
0601-0001,East Sidney Reservoir,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0001.pdf,468619.4561,7219.22867,
0602-0087,Green Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0087.pdf,153207.4224,2129.596019,
0601-0099,Pine Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0099.pdf,48165.5415,1107.398345,
0601-0071,Pickerel Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0071.pdf,99237.45715,1345.439895,
0602-0064,Cincinnatus Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0064.pdf,174571.97,1955.820203,
0601-0112,Little (Goey) Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0112.pdf,138071.2239,1885.70802,
0601-0078,Pickens Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0078.pdf,57706.17407,1171.570527,
0601-0024,Summit Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0024.pdf,135503.7769,1438.220657,
0601-0109,Arnold Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0109.pdf,258346.7468,2427.012502,
0601-0110,Crumhorn Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0110.pdf,235699.7485,1978.466527,
0601-0111,Belvedere Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0111.pdf,102817.7512,1450.823048,
0601-0075,Brackett Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0075.pdf,183936.5388,2309.230096,
0602-0102,McCall Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0102.pdf,60408.74182,1509.872937,
0602-0083,Torpy Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0083.pdf,170438.8629,1735.808434,
0602-0084,Labrador Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0084.pdf,375537.3988,2610.192634,
0602-0085,Carpenter Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0085.pdf,43975.8186,799.3796289,
0602-0080,Glover Pond/High Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0080.pdf,76651.62195,1207.27746,
0602-0073,St Johns Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0073.pdf,84966.60669,1142.675538,
0702-0031,Smith Hollow Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0031.pdf,66199.16748,1631.855342,
0602-0074,Truitt Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0074.pdf,56073.33997,1088.962884,
0703-0055,Vandercamp Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0055.pdf,182006.2424,1925.145095,
0602-0077,Dean Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0077.html,125329.9336,2943.209205,
0703-0074,Mud Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0074.pdf,46446.03101,1040.55642,
0602-0048,Woodman Pond,entire reservoir,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0048.pdf,382865.5239,2716.321988,
0602-0053,Ellis/Melody Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0053.html,165260.5048,1716.451247,
0602-0103,North Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0103.pdf,260169.1609,2179.464912,
0601-0073,Smith Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0073.pdf,105642.2926,2068.468192,
0601-0074,Echo Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0074.pdf,85848.94751,1771.875317,
0601-0095,Gilbert Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0095.pdf,162648.5205,1927.950241,
0603-0051,Dodge Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0051.pdf,57395.95288,1278.800699,
0603-0052,Empire Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0052.pdf,106982.0374,1486.219157,
0702-0029,Mud Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0029.pdf,92882.20569,1420.18997,
0602-0088,Green Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0088.pdf,80975.37012,1780.626904,
0602-0082,Fisk Marsh Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0082.pdf,50889.86267,1015.610209,
0602-0100,Lake Ludlow,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0100.pdf,467808.7402,4206.348039,
0602-0101,Steer Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0101.pdf,194931.8372,2037.22491,
0601-0107,Hudson Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0107.pdf,95232.54419,1449.618027,
0601-0108,Bear Swamp Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0108.pdf,148129.8159,2649.85829,
0602-0090,Crooked Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0090.html,427526.8248,5762.172177,
0602-0091,Gatehouse Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0091.pdf,17690.94409,755.4844468,
0602-0079,Stump Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0079.pdf,164650.2506,2051.095488,
0703-0064,Teelins Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0064.pdf,40253.51477,1314.915945,
0703-0071,Oneida City Reservoir,entire reservoir,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0071.pdf,261809.9465,5140.332096,
0602-0107,Poolville Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0107.pdf,152916.4106,1799.516842,
0602-0108,Earlville/Craine Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0108.html,110678.2932,1595.500769,
0705-0063,Lake Treman,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0063.html,36160.79602,1158.19968,
0705-0064,Jennings Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0064.pdf,128976.655,1721.457688,
0801-0149,Minor Lake Tribs to Shingle Shanty Brook,total length of selected lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0149.html,478579.7251,9456.161902,
0703-0082,Panther Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0082.html,529973.1249,4336.288396,
0801-0006,Russian Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0006.html,144680.5171,1924.27309,
0703-0079,Starkweather Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0079.pdf,34254.16309,1519.723357,
0703-0080,Gorton Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0080.pdf,49771.70984,1647.759493,
0701-0028,Mud Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0028.html,805904.5968,4599.663731,
0701-0002,Cross Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0002.html,7865769.469,21185.01797,
0701-0004,Otter Lake,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0004.html,1117251.871,5709.36781,
0701-0018,Lake Neatahwanta,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0018.html,2785770.815,7458.396537,
0701-0048,Crusoe Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0048.pdf,369546.8846,3475.794882,
0702-0003,"Onondaga Lake, northern end","portion of lake, as described below",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0003.html,6923073.981,12999.64774,
0702-0011,Otisco Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0011.html,8944994.986,24062.36182,
0702-0021,"Onondaga Lake, southern end","portion of lake, as described below",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0021.html,5169534.018,9871.866104,
0702-0026,"Hiawatha Lake, Woodland Reservoir",total area of both lakes,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0026.html,105753.3719,2222.043221,
0702-0027,Westcott Reservoir,entire reservoir,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0027.pdf,51990.62769,920.7442016,
0601-0100,Beaver Spring Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0100.pdf,49317.60742,1076.690774,
0602-0098,Lake Gerry,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0098.pdf,133808.6333,1502.276488,
0602-0092,Lake Petonia,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0092.html,97685.68323,1301.115587,
0602-0093,Echo Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0093.pdf,245466.8677,2143.778954,
0602-0094,Round Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0094.pdf,98654.6062,1326.13078,
0602-0095,Long Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0095.html,443108.7021,5625.42352,
0602-0099,Tank Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0099.pdf,28186.25684,827.750123,
0602-0096,Genegantslet Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0096.html,439374.01,3904.385568,
0601-0101,Sexsmith Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0101.pdf,127923.3662,1443.00976,
0601-0102,Titus Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0102.pdf,195281.5164,1949.503306,
0601-0103,Clapper Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0103.pdf,34880.96069,699.7801991,
0601-0104,Fox Vly,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0104.pdf,216961.1394,2642.894977,
0602-0019,Song Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0019.html,426645.1976,3978.531254,
0602-0040,Gorton Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0040.pdf,66460.96875,1238.671405,
0701-0036,Parker Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0036.html,759594.4098,3759.518582,
0701-0041,Stark Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0041.pdf,78581.44946,1053.493604,
0701-0042,Slayton Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0042.pdf,24138.73779,609.4121069,
0601-0105,Seward Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0105.pdf,101179.1843,2132.68918,
0601-0106,Caryl Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0106.pdf,99006.24023,1341.889644,
0703-0077,Mack Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0077.pdf,25974.21765,640.3600199,
0704-0035,Fairport Reservoirs,total area of both reservoirs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0035.html,227666.5067,6440.382239,
0801-0039,Minor Lakes Trib to Moshier Creek,total area of all selected lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0039.html,614641.9368,13414.9195,
0703-0083,Carterville Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0083.pdf,232551.0593,5382.78422,
0703-0087,Kasoag Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0087.html,252470.657,7045.663859,
0801-0041,Minor Lakes Trib to Upper Otter Creek,total area of all four lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0041.html,436975.1526,8834.385744,
0801-0001,Cellar Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0001.html,25725.34644,821.3431801,
0801-0002,Indian Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0002.html,345986.7732,4399.083555,
0801-0004,"Lower, Upper Sister Lakes",total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0004.html,595433.9685,7267.627144,
0703-0108,Green Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0108.pdf,36244.3877,730.2037733,
0705-0030,"Cayuga Lake, Northern End","portion of lake, as described below",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0030.pdf,3594447.213,19611.64473,
0703-0081,Cody Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0081.pdf,167171.0972,3264.873326,
0705-0072,Cleef Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0072.html,178667.802,2302.663342,
0704-0029,Burnett Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0029.pdf,193336.8907,1901.112249,
0701-0025,"Paddys, Crooks and Mud Ponds",total area of all three ponds,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0025.pdf,510484.7802,6065.352489,
0701-0044,Mud Pond,entire pond,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0044.pdf,67304.31274,3991.026212,
0706-0009,Owasco Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0009.html,27506183.19,42703.40787,
0707-0004,Skaneateles Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0707-0004.html,35290082.82,54701.56838,
0603-0050,Bosket Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0050.pdf,28593.79285,928.0043812,
0703-0076,Bloodsucker Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0076.pdf,33442.04321,757.4657176,
0801-0029,Minor Lakes Trib to Benedict Creek,total area of selected lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0029.html,197434.6104,3599.649863,
0801-0044,Hawk Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0044.html,151748.8787,2246.600546,
0801-0049,Lower Moshier Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0049.html,7396.44873,406.5193509,
0801-0050,"Minor Lakes Trib to Big Moose Lake, NW","total area of all selected lakes, northwest",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0050.html,494778.8445,11221.9072,
0703-0102,"Snooks Pond, White Lake",total area of both lakes,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0102.pdf,80264.28772,2108.865781,
0602-0109,Lebanon Reservoir,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0109.html,374063.5486,3575.994408,
0602-0110,Seymour Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0110.pdf,45717.32007,916.9192583,
0602-0114,Electric Light Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0114.pdf,31733.93774,1366.045539,
0602-0115,Mead Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0115.pdf,63581.18506,931.8801494,
0602-0116,Lake Warn,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0116.pdf,123002.672,1430.820556,
0603-0005,Cayuta Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0005.html,1523698.132,7004.538442,
0603-0048,Spencer Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0048.pdf,272462.9539,5192.439262,
0603-0049,Mutton Hill Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0049.pdf,29703.74524,670.9545664,
0703-0054,Kibbie Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0054.html,66547.25171,971.1137218,
0801-0052,"Horn Lake, Mountain Lake, more",total area of both lakes,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0052.html,235829.2141,3226.28001,
0801-0195,"Sunday Lake, Sunday Creek Reservoir",entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0195.html,78268.25366,1372.229476,
0801-0204,Kayuta Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0204.pdf,1844228.087,23210.06849,
0703-0089,"Black, Bass, Sisley and Green Ponds",total area of all lakes,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0089.pdf,276149.0143,5187.862766,
0703-0045,"Stewarts, Goodfellow Ponds",total area of both ponds,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0045.pdf,74340.58386,2764.817977,
0703-0047,Pleasant Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0047.html,164700.4404,2343.575358,
0703-0051,"Dutcher, Francis Ponds",total area of both ponds,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0051.html,268824.1591,5650.347968,
0703-0052,"Chase, South Ponds",total area of both ponds,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0052.pdf,457016.9792,5206.263423,
0703-0044,Lake Temalo,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0044.html,51964.20959,964.0522819,
0801-0144,"Crooked Lake, McCabe Pond",entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0144.html,202806.5481,4710.753816,
0602-0075,Chenango Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0075.pdf,146284.8143,3689.550758,
0602-0076,Lily Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0076.pdf,68492.46973,1724.308844,
0602-0078,Bloody Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0078.pdf,109098.0997,1470.508107,
0701-0045,Howland Island Game Refuge Ponds,total area of all ponds,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0045.pdf,810746.325,16157.98371,
0602-0111,Bradley Brook Reservoir,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0111.html,563346.9648,3762.87329,
0602-0112,Hatch Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0112.html,545722.4202,3146.704924,
0602-0097,Trestle Lake,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0097.pdf,88225.93335,1495.117278,
0703-0075,Bullhead Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0075.html,50672.68567,1240.900795,
0704-0045,Newark Reservoir,entire reservoir,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0045.html,355985.7068,5835.501296,
0705-0003,Keuka Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0003.html,47259887.66,95918.83824,
0705-0014,"Seneca Lake, Main Lake, South","portion of lake, as described below",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0014.pdf,961947.019,5585.44139,
0801-0194,Moshier Reservoir,entire reservoir,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0194.html,1255026.597,14062.35016,
0602-0104,Round Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0104.pdf,68528.57996,1055.360556,
0602-0105,Sears Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0105.pdf,44262.93506,818.6653235,
0602-0106,Rogers Game Farm Pond,entire lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0106.pdf,29790.83215,1513.43115,
0705-0045,Montezuma National Wildlife Refuge,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0045.pdf,8524127.652,34733.15658,
0705-0049,Gem Lake,entire lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0049.pdf,59586.22119,1070.001268,
