Segment ID,Waterbody Index Number (WIN),Name,Description,6NYCRR Chapter X Part,Water Quality Class,Basin,Segment Miles,Waterbody Type
0202-0021,Pa-63-13- 4-P122-16 thru 21,"Minor Tribs to Chautauqua Lk, Chautauqua",total length of selected/smaller tribs to Chautauqua Lk,800,C,Allegheny River,42.87,Streams
0202-0022,Pa-63-13- 4-P122-22,"Dewittville Creek, and tribs",entire stream and tribs,800,C,Allegheny River,30.4,Streams
0202-0023,Pa-63-13- 4-P122- 8,Goose Creek and tribs,entire stream and tribs,800,C,Allegheny River,61.17,Streams
0202-0024,Pa-63-13- 4-P122-15,Prendergast Creek and tribs,entire stream and tribs,800,C,Allegheny River,53.41,Streams
0202-0025,Pa-63-13- 4-P122-23 thru 26,"Minor Tribs to Chautauqua Lake, N.Ellery",total length of selected/smaller tribs to Chautauqua Lk,800,C,Allegheny River,8.42,Streams
0202-0026,Pa-58 thru 62,Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,800,C(T),Allegheny River,1.09,Streams
0202-0027,Pa-63- 4,Frews Run and tribs,entire stream and tribs,800,B,Allegheny River,11.9,Streams
0202-0028,Pa-63- 5,"Stillwater Creek, Middle, and tribs","stream and tribs, from Stillwater to Busti",800,C(T),Allegheny River,21.77,Streams
0202-0029,Pa-63- 5,"Stillwater Creek, Upper, and tribs","stream and tribs, above Busti",800,B,Allegheny River,26.09,Streams
0202-0030,Pa-63-13,"Cassadaga Creek, Middle, and minor tribs","stream and tribs, from Falconer to Red Bird",800,C,Allegheny River,72.59,Streams
0202-0031,Pa-63-13,"Cassadaga Creek, Upper, and minor tribs","stream and selected tribs, from Red Bird to Cassadaga",800,C,Allegheny River,61.89,Streams
0202-0032,Pa-63-13- 4-1,Moon Creek and tribs,entire stream and tribs,800,B,Allegheny River,6.38,Streams
0202-0033,Pa-63-13- 4-P122- 1 thru 7,"Tribs to Chautauqua Lake, Town of Busti",total length of selected/smaller tribs to Chautauqua Lk,800,C,Allegheny River,17.91,Streams
0202-0034,Pa-63-13- 4-P122- 9 thru 14,"Tribs to Chautauqua Lake, North Harmony",total length of selected/smaller tribs to Chautauqua Lk,800,C,Allegheny River,25.58,Streams
0202-0035,Pa-63-13- 4-P122-27,Bemus Creek and tribs,entire stream and tribs,800,C,Allegheny River,27.69,Streams
0202-0036,Pa-63-13- 4-P122-28-31,"Minor Tribs to Chautauqua Lake, S.Ellery",total length of selected/smaller tribs to Chautauqua Lk,800,C,Allegheny River,9.2,Streams
0202-0037,Pa-63-13- 4-P122-30,Dutch Hollow Creek and tribs,entire stream and tribs,800,B,Allegheny River,10.3,Streams
0202-0038,Pa-63-13-20,"Mill Creek, Upper, and tribs","stream and tribs, from mouth to Sinclairville",800,C(T),Allegheny River,32.61,Streams
0202-0039,Pa-63-13-23,Bear Lake Outlet and tribs,entire stream and tribs,800,C,Allegheny River,59.79,Streams
0202-0040,Pa-63-13-P133/P134/P135-,Tribs to Cassadaga Lakes,total length of all tribs to Cassadaga Lakes,800,C,Allegheny River,8.01,Streams
0202-0041,Pa-63-15,Mud/Clark Creek and tribs,entire stream and tribs,800,C(T),Allegheny River,26.79,Streams
0202-0042,Pa-63-25,Little Conewango Creek and minor tribs,entire stream and selected tribs,800,C(T),Allegheny River,62.92,Streams
0202-0043,Pa-63-25- 2,Battle Creek and tribs,entire stream and tribs,800,C,Allegheny River,21.13,Streams
0202-0044,Pa-63-25- 4,Elm Creek and tribs,entire stream and tribs,800,C(T),Allegheny River,39.24,Streams
0202-0047,Pa-63-30,Clear Creek and tribs,entire stream and tribs,800,C(T),Allegheny River,59.03,Streams
0202-0048,Pa-63-33,Mud Creek and tribs,entire stream and tribs,800,C(T),Allegheny River,51.82,Streams
0202-0049,Pa-63-39,Cherry Creek and tribs,entire stream and tribs,800,B(TS),Allegheny River,17.72,Streams
0202-0050,Pa-63-44,West Branch Conewango and minor tribs,entire stream and selected tribs,800,C,Allegheny River,75.96,Streams
0202-0051,Pa-63-44- 3,North Branch Conewango Creek and tribs,entire stream and tribs,800,C,Allegheny River,10.99,Streams
0202-0055,Pa-63-47,Slab City Creek and tribs,entire stream and tribs,800,C,Allegheny River,62.2,Streams
0202-0056,Pa-64 thru 70,Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,800,B,Allegheny River,2.1,Streams
0202-0057,Pa-71,Little Brokenstraw Creek and minor tribs,entire stream and selected tribs,800,C(T),Allegheny River,30.49,Streams
0202-0058,Pa-71- 3,"East Br. Little Brokenstraw, and tribs",entire stream and tribs,800,C(T),Allegheny River,28.41,Streams
0202-0059,Pa-72 thru 75,Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,800,B,Allegheny River,5.05,Streams
0202-0060,Pa-77- 1,Gallup/Town Stream and tribs,entire stream and tribs,800,C,Allegheny River,14.26,Streams
0202-0061,Pa-77- 2,Brownell Branch and tribs,entire stream and tribs,800,C,Allegheny River,27.18,Streams
0202-0062,"Pa-78,79",Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,800,B,Allegheny River,3.68,Streams
0202-0063,Pa-81,"French Creek, Middle, and minor tribs","stream and selected tribs, from French Creek to Sherman",800,C,Allegheny River,52.39,Streams
0202-0064,Pa-81,"French Creek, Upper, and tribs","stream and tribs, above Sherman",800,B,Allegheny River,26.46,Streams
0202-0065,Pa-81- 7,Beaver Meadow Brook and tribs,entire stream and tribs,800,B,Allegheny River,22.25,Streams
0202-0066,Pa-81-10,Black Brook and tribs,entire stream and tribs,800,B,Allegheny River,6.3,Streams
0202-0067,"Pa-81-16,17","South Parks and Parks Brook, and tribs",total length of both streams and tribs,800,B,Allegheny River,10.42,Streams
0202-0068,Pa-81-25,Alder Bottom Creek and tribs,entire stream and tribs,800,C,Allegheny River,20.11,Streams
0202-0069,Pa-81-26,Mansion Creek and tribs,entire stream and tribs,800,B,Allegheny River,4.8,Streams
0202-0070,"Pa-82,83",Minor Tribs to Pennsylvania,total length of selected/smaller tribs to Pennsylvania,800,C(T),Allegheny River,8.46,Streams
0202-0071,Pa-84,West Branch French Creek and tribs,entire stream and tribs,800,C,Allegheny River,41.48,Streams
0301-0002,Ont 148,"Eighteenmile Creek, Lower, and tribs","stream and tribs, from mouth to Olcott",848,B,Lake Ontario,0.29,Streams
0301-0004,Ont 138 (portion 1),"Oak Orchard Cr, Lower, and minor tribs",stream and selected tribs fr mouth to Waterport Reserv.,847,C,Lake Ontario,7.85,Streams
0301-0005,Ont 138 (portion 3),"Oak Orchard Cr, Middle, and minor tribs",stream and selected tribs fr Waterport R to Medina,847,C,Lake Ontario,56.06,Streams
0301-0006,Ont 130,Sandy Creek and minor tribs,entire stream and selected/smaller tribs,847,C,Lake Ontario,32.66,Streams
0301-0007,Ont 139 (portion 1),"Johnson Creek, Lower, and tribs",stream and tribs from mouth to Lyndonville,847,C,Lake Ontario,46.12,Streams
0301-0011,Ont 152a,"Twelvemile Creek, Lower, and tribs","stream and tribs, from mouth to Roosevelt Beach",848,B(T),Lake Ontario,0.32,Streams
0301-0014,Ont 138 (portion 4),"Oak Orchard Cr, Upper, and tribs",stream and tribs above Medina,847,C,Lake Ontario,317.28,Streams
0301-0019,Ont 123-P154- 1,Northrup Creek and tribs,entire stream and tribs,847,C,Lake Ontario,51.72,Streams
0301-0020,Ont 120,Slater Creek and tribs,entire stream and tribs,847,C,Lake Ontario,7.36,Streams
0301-0022,Ont 121,Round Pond Creek and tribs,entire stream and tribs,847,C,Lake Ontario,37.64,Streams
0301-0023,Ont 122-P153- 2,Larkin Creek and tribs,entire stream and tribs (includes Buck Pond tribs),847,C,Lake Ontario,42.8,Streams
0301-0024,Ont 124,Buttonwood Creek and tribs,entire stream and tribs,847,C,Lake Ontario,24.31,Streams
0301-0025,Ont 125,Salmon Creek and minor tribs,entire stream and selected/smaller tribs,847,C,Lake Ontario,92.37,Streams
0301-0026,Ont 125- 1 -1,"West Creek, Upper, and tribs",entire stream and tribs,847,C,Lake Ontario,25.8,Streams
0301-0027,Ont 125- 1,West/Moorman Creek and minor tribs,entire stream and selected/smaller tribs,847,C,Lake Ontario,52.62,Streams
0301-0028,Ont 125- 2,Brockport Creek and minor tribs,entire stream and selected/smaller tribs,847,C,Lake Ontario,23.95,Streams
0301-0029,Ont 125- 2- 1,Otis Creek and tribs,entire stream and tribs,847,C,Lake Ontario,25.86,Streams
0301-0030,Ont 126 thru 129,Minor Tribs to Lake Ontario,total length of selected/smaller tribs,847,C,Lake Ontario,31.84,Streams
0301-0032,Ont 131,Yanty Creek and tribs,entire stream and tribs,847,B,Lake Ontario,36.38,Streams
0301-0033,Ont 132 thru 137 (selected),Minor Tribs to Lake Ontario,total length of selected/smaller tribs,847,C,Lake Ontario,22.43,Streams
0301-0034,Ont 134,Bald Eagle Creek and tribs,entire stream and tribs,847,C,Lake Ontario,38.87,Streams
0301-0036,Ont 138- 1,Marsh Creek and tribs,entire stream and tribs,847,C,Lake Ontario,63.85,Streams
0301-0037,Ont 138- 3,"Otter Creek, Lower, and tribs",stream and tribs from mouth to Albion,847,C,Lake Ontario,21.81,Streams
0301-0038,Ont 138- 3,"Otter Creek, Upper, and tribs",stream and tribs above Albion,847,A,Lake Ontario,22.96,Streams
0301-0040,Ont 138- 9,Fish Creek and tribs,entire stream and tribs,847,C,Lake Ontario,32.41,Streams
0301-0044,Ont 139 (portion 3),"Johnson Creek, Upper, and minor tribs",stream and selected tribs above Lyndonville,847,C,Lake Ontario,141.86,Streams
0301-0045,Ont 139- 9,Jeddo Creek and minor tribs,stream and tribs from mouth to Middleport,847,C,Lake Ontario,55.72,Streams
0301-0046,Ont 139- 9- 1-P177a-,Tribs to Middleport Reservoir,stream and tribs above Middleport,847,A,Lake Ontario,12.46,Streams
0301-0048,Ont 140 thru 146,Minor Tribs to Lake Ontario,total length of selected/smaller tribs,848,C,Lake Ontario,126.09,Streams
0301-0049,Ont 141,Marsh Creek and tribs,entire stream and tribs,847,C,Lake Ontario,30.13,Streams
0301-0050,Ont 144,Golden Hill Creek and tribs,entire stream and tribs,847,C,Lake Ontario,53.06,Streams
0301-0051,Ont 130- 1,East Branch and tribs,entire stream and tribs,847,C,Lake Ontario,58.98,Streams
0301-0052,Ont 130- 2,West Branch and tribs,entire stream and tribs,847,C,Lake Ontario,76.59,Streams
0301-0054,Ont 148,"Eighteenmile Creek, Middle, and tribs",stream and tribs from Olcott to Newfane,848,C,Lake Ontario,9.52,Streams
0301-0055,Ont 148,"Eighteenmile Creek, Upp, and minor tribs",stream and selected tribs above Newfane,848,D,Lake Ontario,75.74,Streams
0301-0056,Ont 148- 3,"East Branch 18-mile Cr, Lower, and tribs","stream and tribs, from mouth to Gasport",848,C,Lake Ontario,87.79,Streams
0301-0057,Ont 148- 3,"East Branch 18-mile Cr, Upper, and tribs","stream and tribs, above Gasport",848,A,Lake Ontario,32.07,Streams
0301-0058,Ont 148- 4,18-mile trib/The Gulf trib and tribs,entire stream and tribs,848,D,Lake Ontario,13.2,Streams
0301-0059,Ont 148a thru 151,Minor Tribs to Lake Ontario,"total length of sel. tribs, 18-mile Cr to 12-mile Cr",848,C,Lake Ontario,17.68,Streams
0301-0060,Ont 149,Hopkins Creek and tribs,entire stream and tribs,848,C,Lake Ontario,35.6,Streams
0301-0061,Ont 152,"East Branch 12-mile Cr, Lower, and tribs","stream and tribs, from mouth to Wilson",848,B(T),Lake Ontario,3.08,Streams
0301-0062,Ont 152,"East Branch 12-mile Cr, Upper, and tribs","stream and tribs, above Wilson",848,C,Lake Ontario,93.8,Streams
0301-0063,Ont 152a,"Twelvemile Creek, Upper, and tribs","stream and tribs, above Roosevelt Beach",848,C,Lake Ontario,94.48,Streams
0301-0064,Ont 152b thru 157,Minor Tribs to Lake Ontario,"total length of sel. tribs, from 12-mile Cr to Niagara",848,C,Lake Ontario,29.8,Streams
0301-0065,Ont 154,Sixmile Creek and tribs,entire stream and tribs,848,C,Lake Ontario,20.32,Streams
0301-0066,Ont 156,"Fourmile Creek, Lower, and tribs","stream and tribs, from mouth to Towers Corners",848,B,Lake Ontario,1.47,Streams
0301-0067,Ont 156,"Fourmile Creek, Upper, and tribs","stream and tribs, above Towers Corners",848,C,Lake Ontario,44.07,Streams
0302-0005,Ont  71,"Ninemile Creek, Lower, and tribs","stream and tribs, from mouth to Hannibal",847,C,Lake Ontario,22.15,Streams
0302-0006,Ont  99,Fourmile Creek and tribs,entire stream and tribs,847,C,Lake Ontario,59.64,Streams
0302-0007,Ont  84/P96- 4,Sodus Creek and tribs,entire stream and tribs,847,C(T),Lake Ontario,37.58,Streams
0302-0008,Ont  84/P96-,Minor Tribs to Sodus Bay,total length of selected tribs to Sodus Bay,847,C,Lake Ontario,25.12,Streams
0302-0010,Ont  82/P93- 2,Mudge Creek and tribs,entire stream and tribs,847,C,Lake Ontario,16.85,Streams
0302-0013,Ont  80/P89- 1,Wolcott Creek and tribs,entire stream and tribs,847,C,Lake Ontario,45.45,Streams
0302-0014,Ont  78,Red Creek and tribs,entire stream and tribs,876,C,Lake Ontario,40.09,Streams
0302-0016,Ont  86 thru 92 (selected),"Minor Tribs to Lake Ontario, Central","total length of select tribs, Sodus Bay to Pultneyville",875,C,Lake Ontario,32.73,Streams
0302-0018,Ont  73,"Sterling Creek, Lower, and minor tribs","stream and tribs, from mouth to Sterling",875,B,Lake Ontario,6.86,Streams
0302-0022,Ont 108/P113- 3- 8,Allen Creek and tribs,entire stream and tribs,875,B,Lake Ontario,59.81,Streams
0302-0023,Ont 108/P113- 3-12,Thomas Creek/White Brook and tribs,"stream and tribs, from mouth to NYS Barge Canal",876,B,Lake Ontario,28.67,Streams
0302-0024,Ont 108/P113- 3,"Irondequoit Cr, Lower, and minor tribs","stream and selected tribs, fr mouth to NYS Barge Canal",876,B,Lake Ontario,50.24,Streams
0302-0025,Ont 100,Mill Creek and tribs,entire stream and tribs,876,B,Lake Ontario,25.19,Streams
0302-0026,Ont 107,Shipbuilders Creek and tribs,entire stream and tribs,876,C,Lake Ontario,20.31,Streams
0302-0028,Ont 101 thru 106,Minor Tribs to Lake Ontario,total length of smaller tribs from Mill Cr to Irondequo,876,C,Lake Ontario,9.59,Streams
0302-0029,Ont 108/P113- 3,"Irondequoit Cr, Upper, and tribs",stream and tribs above NYS Barge Canal,876,C,Lake Ontario,139.64,Streams
0302-0030,Ont 108/P113- 3-12,"White Brook, Upper, and tribs",stream and tribs above NYS Barge Canal,876,C,Lake Ontario,31.91,Streams
0302-0036,Ont 109 thru 116,Minor Tribs to Lake Ontario,total length of selected tribs to Lake Ontario,876,B,Lake Ontario,15.38,Streams
0302-0038,Ont 108/P113- 1 thru 6 (selected),Minor Tribs to Irondequoit Bay,total length of smaller/selected tribs,845,C,Lake Ontario,9.65,Streams
0302-0046,Ont  66b thru 71 (selected),Minor Tribs to Lake Ontario,"total length of selected tribs, Oswego R to Ninemile Cr",847,C,Lake Ontario,6.16,Streams
0302-0047,Ont  67,Rice Creek and tribs,entire stream and tribs,847,C(T),Lake Ontario,30.96,Streams
0302-0049,Ont  70,Eightmile Creek and tribs,entire stream and tribs,847,C,Lake Ontario,11.94,Streams
0302-0050,Ont  71,"Ninemile Creek, Upper, and tribs","stream and tribs, above Hannibal",847,C(T),Lake Ontario,38.63,Streams
0302-0052,Ont  71a thru 79 (selected),"Minor Tribs to Lake Ontario, Central","total length of selected tribs, Ninemile Cr to Port Bay",847,C,Lake Ontario,17.55,Streams
0302-0053,Ont  73,"Sterling Creek, Middle, and tribs","stream and tribs, from Sterling to Martville",847,C,Lake Ontario,15.28,Streams
0302-0054,Ont  73,"Sterling Creek, Upper, and tribs","stream and tribs, above Martville",847,C,Lake Ontario,46.69,Streams
0302-0055,Ont  73- 3,"Sterling Valley Creek, Lower, and tribs","stream and tribs, from mouth to Caines Corners",847,C,Lake Ontario,15.76,Streams
0302-0056,Ont  73- 3,"Sterling Valley Creek, Upper, and tribs","stream and tribs, above Caines Corners",898,C,Lake Ontario,34,Streams
0302-0059,Ont  75/P77 ..,Blind Sodus Creek and tribs,entire stream and tribs,847,C,Lake Ontario,24.37,Streams
0302-0060,Ont  80 thru 83 (selected),"Minor Tribs to Lake Ontario, Central","total length of selected tribs, Port Bay to Sodus Bay",847,C,Lake Ontario,16.79,Streams
0302-0062,Ont  82/P93 ..,Beaver Creek and minor tribs,entire stream and tribs,847,C,Lake Ontario,29.85,Streams
0302-0063,Ont  84/P96-10,Second Creek and tribs,entire stream and tribs,847,C,Lake Ontario,19.18,Streams
0302-0064,Ont  85,Salmon Creek and tribs,entire stream and tribs,847,C,Lake Ontario,65.09,Streams
0302-0068,Ont  93,"Salmon Creek, Lower, and tribs","stream and tribs, from mouth to Pultneyville",847,B,Lake Ontario,17.88,Streams
0302-0069,Ont  93,"Salmon Creek, Upper, and tribs","stream and tribs, above Pultneyville",847,C,Lake Ontario,10.37,Streams
0302-0070,Ont  93 thru 99 (selected),"Minor Tribs to Lake Ontario, Central","total length of selected tribs, Pultneyville to Mill Cr",847,C,Lake Ontario,29.25,Streams
0302-0071,Ont  96,Bear Creek and tribs,entire stream and tribs,847,C,Lake Ontario,25.06,Streams
0302-0072,Ont  98,Mill Creek and minor tribs,entire stream and selected tribs,847,C,Lake Ontario,19.93,Streams
0302-0073,Ont  98- 1,Deer Creek and tribs,entire stream and tribs,847,C,Lake Ontario,8.88,Streams
0303-0001,Ont  61 thru 65,Minor Tribs to Lake Ontario,"total length of tribs, from Hickory Grove to Oswego",847,C,Lake Ontario,55.72,Streams
0303-0005,Ont  44,"Sandy Creek, Lower, and tribs","stream and tribs, from mouth to Adams",847,C,Lake Ontario,36.34,Streams
0303-0009,Ont  40,"Stony Creek, Lower, and tribs","stream and tribs, from mouth to Smithville",847,C(T),Lake Ontario,12.98,Streams
0303-0010,Ont   8,"Chaumont River, Lower, and Tribs","stream and tribs, from mouth to Depauville",847,C,Lake Ontario,29.05,Streams
0303-0013,Ont  50,"Little Sandy Creek, Lower, and tribs","stream and tribs, from mouth to Lacona",847,C(TS),Lake Ontario,32.02,Streams
0303-0015,Ont  58,Little Salmon River and minor tribs,entire stream and select tribs,847,C(T),Lake Ontario,40.75,Streams
0303-0016,Ont  53 (portion 1),"Salmon River, Lower, and minor tribs","stream and select tribs, from mouth to abv Altmar",847,C(T),Lake Ontario,89.53,Streams
0303-0018,Ont  40,"Stony Creek, Upper, and tribs","stream and tribs, above Smithville",847,C(T),Lake Ontario,32.16,Streams
0303-0019,Ont  41,Little Stony Creek and tribs,entire stream and tribs,847,C,Lake Ontario,16.17,Streams
0303-0020,Ont  44,"Sandy Creek, Upper, and minor Tribs","stream and select tribs, above Adams",847,C(T),Lake Ontario,191.26,Streams
0303-0021,Ont  45,"South Sandy Creek, Low, and minor tribs","stream and select tribs, from mouth to Giddingsville",847,C(T),Lake Ontario,44.44,Streams
0303-0033,Ont   (Island Tribs),"Tribs of Lake Ontario, Grenadier Isl",total length of all tribs on islands,847,C,Lake Ontario,1.02,Streams
0303-0034,Ont   1,Mud/Kents Creek and tribs,entire stream and tribs,847,C,Lake Ontario,61.04,Streams
0303-0035,Ont   1 thru 7 (selected),Minor Tribs to Lake Ontario,"total length of select tribs, St.Lawrence to Chaumon",847,C,Lake Ontario,61.24,Streams
0303-0036,Ont   6,Three Mile Creek and tribs,entire stream and tribs,847,C,Lake Ontario,20.52,Streams
0303-0037,Ont   8,"Chaumont River, Upper, and tribs","stream and tribs, above Depauville",847,C,Lake Ontario,38.55,Streams
