Site_ID,PWL_ID,Segment_Name,Municipality,Site Description,Latitude,Longitude,DEC_Region,Watershed_ID,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present
12-BEVK-2.5,1201-0159,Beaver Creek,Fairfield,5 m above beaver rd. bridge.,43.15306,-74.87944,6,H-240-144-9-5,T,T,T,T,T,T,T
12-BVCK-0.1,1201-0014,Beaver Creek,Trenton,40 m from fox rd.,43.23639,-75.25278,6,H-240-227-21,T,F,T,T,T,T,T
07-BVRK-5.8,0704-0038,Beaver Creek,Canandaigua,At Yerkes road crossing.,42.922841,-77.339701,8,Ont  66-12-52-23-46,T,,,,,,
13-BEVE-0.1,1307-0033,Beaver Kill,Shandaken,25 m below cr 40 bridge (off rte 212).,42.04694,-74.27665,3,H-171/P848-43,T,F,T,T,T,T,T
13-BVKL-0.2,1309-0015,Beaver Kill,Saugerties,30 m below wilhelm rd.,42.14325,-73.96164,3,H-193- 2-12,T,F,T,T,T,F,F
13-WBVKL-6.5,1309-0015,Beaver Kill,Saugerties,downstream of augusta savage rd.,42.088442,-73.976816,3,H-193- 2-12,F,F,F,F,F,F,F
14-BEAV-0.1,1403-0051,Beaver Kill,Hancock,20 m below bridge rd. bridge.,41.98917,-75.12917,4,D-70-20,T,F,T,T,T,F,F
14-BEAV-3.2,1403-0051,Beaver Kill,Hancock,0.5 mi. below rt. 17 bridge.,41.98306,-75.075,4,D-70-20,T,F,T,T,T,F,F
14-BEAV-7.2,1403-0051,Beaver Kill,Colchester,20 m above horton brook rd. bridge.,41.97222,-75.0175,4,D-70-20,T,F,T,T,T,F,F
14-BEAV-10.0,1403-0051,Beaver Kill,Colchester,300 m above cooks brook rd. bridge.,41.94639,-74.97972,4,D-70-20,T,T,T,T,T,T,T
14-BEAV-13.8,1403-0051,Beaver Kill,Colchester,off old rt. 17; river close to rd.,41.9565,-74.9349,4,D-70-20,T,F,T,T,T,T,T
14-BEAV-15.6,1403-0052,Beaver Kill,Rockland,20 m above rt.179a bridge; above willowemoc confl.,41.93667,-74.92027,3,D-70-20,T,F,T,T,T,F,F
14-BEAV-18.5,1403-0052,Beaver Kill,Colchester,1.6 mi. below bridge at craigie clair; 450 ft off beaverkill rd.,41.96611,-74.8925,4,D-70-20,T,T,T,T,T,T,T
14-BEAV-22.2,1403-0052,Beaver Kill,Rockland,beaverkill campground; site 85.,41.978533,-74.846998,3,D-70-20,T,F,T,T,T,T,T
14-BEAV-23.0,1403-0052,Beaver Kill,Rockland,100 m below covered bridge.,41.9811,-74.8361,3,D-70-20,T,F,T,T,T,F,F
14-BEAV-26.7,1403-0052,Beaver Kill,Rockland,5 m below bridge.,42.00583,-74.78639,3,D-70-20,T,F,T,T,T,T,T
14-BEAV-39.8,1403-0023,Beaver Kill,Hardenburgh,off beaver kill rd. upstream of balsam lake outlet.,42.011547,-74.60543,3,D-70-20,T,T,T,T,T,T,T
06-LBEAV-0.0,0601-0066,Beaver Lake,Windsor,sampled in 2008 as part of lake biomonitoring pilot; composite.,42.0457,-75.66466,7,SR-99-1-P174,F,F,F,F,T,F,F
02-BMBR-1.1,0202-0065,Beaver Meadow Brook,French Creek,Downstream of NY 426,42.038368,-79.69932,9,Pa-81- 7,T,,,,,,
01-BEAM-0.1,0103-0004,Beaver Meadow Creek,Java,80 m below rte 78.,42.67204,-78.43686,9,E-1-55,T,F,T,T,T,F,F
08-BEAD-0.1,0801-0221,Beaver Meadow Creek,Watson,15 m below bailey rd. bridge.,43.78167,-75.28394,6,ONT-19-57-5,T,F,T,T,T,F,F
08-BEEV-0.8,0801-0197,Beaver River,New Bremen,30 m below van amber rd. bridge(cr 33).,43.89806,-75.49389,6,ONT-19-40,T,T,T,T,T,T,T
08-BEEV-4.0,0801-0197,Beaver River,Croghan,beaver falls rte 126 bridge 10 m below bridge. port shore.,43.88422,-75.44071,6,ONT-19-40,T,F,T,T,T,F,F
08-BEEV-4.9,0801-0197,Beaver River,New Bremen,cr 8 bridge. off rte 126.,43.88332,-75.42606,6,ONT-19-40,T,F,T,T,T,F,F
08-BEEV-8.4,0801-0273,Beaver River,Croghan,75 m below indian river rd. bridge.,43.90361,-75.38834,6,ONT-19-40,T,F,T,T,T,F,F
17-BSWA-0.4,1702-0090,Beaver Swamp Brook,Rye,at cassel ct. near rt 1.,40.95338,-73.72029,3,(MW3.3)  LIS- 9,T,F,T,T,T,T,T
12-BVRC-0.5,1202-0043,Beaverdam Creek,Berne,10 m below rt. 156 bridge.,42.63361,-74.1375,4,H-240-82-67-26,T,F,T,T,T,F,F
12-BVRC-1.3,1202-0043,Beaverdam Creek,Knox,cr 254 bridge.,42.64361,-74.13194,4,H-24-82-67-26,T,F,T,T,T,T,F
14-BVDM-0.1,1401-0019,Beaverdam Creek,Damascus (PA),pa sr 1004 bridge at junction with 371. near cochecton. ny.,41.7046,-75.06704,3,D-38 thru 52,T,F,T,F,F,F,F
17-BEVD-2.1,1701-0104,Beaverdam Creek,Southampton,upstream of lakeside lande.,40.82763,-72.658648,1,(MW7.5) AO-GSB-178,T,F,T,T,T,T,T
17-BVDC-0.1,1701-0324,Beaverdam Creek,Brookhaven,below beaver dam rd. bridge.,40.771,-72.917,1,(MW7.5)  AO-GSB-178.179,F,T,F,F,F,F,F
17-BVDC-0.4,1701-0104,Beaverdam Creek,Brookhaven,5 m below south country rd. bridge.,40.77806,-72.91583,1,(MW7.5)  AO-GSB-178,T,F,T,T,T,T,T
13-LBVRD-0.0,1303-0021,Beaverdam Lake,New Windsor,"Access type is Public beach, private lake. beach for town residents only; lake district access very likely (contacts available).",41.442001,-74.115898,3,H- 89-12-P234,F,F,F,F,T,F,F
04-BEBE-1.5,0402-0067,Bebee Creek,West Bloomfield,50 m below cr 37 bridge.,42.86033,-77.53836,8,ONT-117-27-28,T,T,T,T,T,T,T
12-WBECK-0.1,1202-0067,Becker Hollow,Hunter,Plateau Mountain Rd.,42.186186,-74.189888,4,H-240- 82-145,T,T,T,F,F,T,T
12-WBECK-0.9,1202-0067,Becker Hollow,Hunter,off becker hollow trail to hunter mtn.,42.181633,-74.204266,4,H-240-82-145,F,F,F,F,F,F,F
11-BECH-0.2,1104-0145,Beecher Creek,Edinburg,off co rte 4; 10 m above covered bridge.,43.22083,-74.10027,5,H-369-P 127-58,T,F,T,T,T,F,F
13-BEEC-1.4,1301-0160,Beechy Bottom Brook,Stony Point,250 meters east off the palisades parkway at coordinates 41.288056 / -74.025434.,41.287502,-74.0225,3,H- 61,T,F,T,T,T,T,T
02-BHUT-0.2,0201-0032,Beehunter Creek,Red House,footpath bridge in allegehny state park.,42.096733,-78.740358,9,Pa-53-15,F,F,F,T,T,F,T
01-BMAN-0.3,0102-0030,Beeman Creek,Clarence,10 m below rapids rd. bridge.,43.06947,-78.59766,9,ONT-158-12-9,T,F,T,T,T,T,T
13-BEER-0.4,1306-0116,Beer Kill,Wawarsing,75 m below rte 209 bridge.,41.72,-74.39167,3,H-139-14-38- 3,T,F,T,F,F,F,F
14-BEEB-3.5,1404-0048,Beers Brook,Walton,off of beers brook rd.,42.119651,-75.108847,4,D-71-14 thru 32,T,T,T,T,T,T,T
10-BEHA-1.0,1003-0053,Behan Brook,Saranac,40 m above picketts corner rd.,44.67302,-73.72732,5,C- 15- 11 thru 30 (selected),T,T,T,T,T,T,T
06-BELD-0.5,0601-0129,Belden Brook,Colesville,10 m below main st. bridge.,42.1809,-75.6236,7,SR-122,T,F,T,T,T,T,T
11-BELL-0.1,1101-0071,Bell Brook,Saratoga Springs,2 m above locust grove rd. bridge.,43.08861,-73.82638,5,H-299-P27-13-5-4,T,F,T,T,T,F,F
11-BELL-1.3,1101-0071,Bell Brook,Greenfield,15 m below canty rd. bridge.,43.10028,-73.84055,5,H-299-P27-13-5-4,T,F,T,T,T,T,T
12-BELN-0.4,1201-0192,Bellinger Brook,Herkimer,Downstream reference,43.022342,-75.000505,6,H-240-145 thru 184,T,T,T,F,F,T,T
12-BELN-0.6,1201-0192,Bellinger Brook,Herkimer,Bottom of lower concrete section,43.024005,-74.997916,6,H-240-145 thru 184,T,T,T,F,F,T,T
12-BELN-0.9,1201-0192,Bellinger Brook,Herkimer,Top of lower concrete section,43.029434,-74.998213,6,H-240-145 thru 184,T,T,T,F,F,T,T
12-BELN-1.3,1201-0192,Bellinger Brook,Herkimer,Upper concrete section,43.033519,-74.998828,6,H-240-145 thru 184,T,T,T,F,F,T,T
12-BELN-1.4,1201-0192,Bellinger Brook,Herkimer,Upstream reference,43.035093,-74.999879,6,H-240-145 thru 184,T,T,T,F,F,T,T
17-BMOR-3.3,1701-0204,Bellmore Creek,Hempstead,wantagh state parkway.,40.68167,-73.51528,1,(MW8.2a) EB-224 thru 227 (selected),T,F,T,T,T,T,T
01-BELS-2.7,0105-0003,Belson Creek,Ripley,30 m below sr 76 culvert.,42.24472,-79.69724,9,E-96-3,T,F,T,T,T,T,T
02-BEMS-0.3,0202-0035,Bemus Creek,Ellery,100 m above rte 430 bridge. parked at mobile station.,42.15372,-79.38167,9,PA-63-13-4-P 122-27,T,F,T,T,T,F,T
02-BEMS-4.4,0202-0035,Bemus Creek,Ellery,walk 500 meters south off hale rd. when you come to coordinates 42.207 / -79.371.,42.202,-79.36799,9,PA-63-13-4-P 122-27,F,F,F,F,F,F,F
08-BENE-0.2,0801-0346,Benedict Creek,Inlet,8 miles east of limekiln lake.,43.67611,-74.70834,5,ONT-19-81-60-3,T,T,T,F,T,T,T
08-BENE-0.8,0801-0346,Benedict Creek,Inlet,100 ft east of Limekiln lake Cedar river rd (not a crossing),43.684827,-74.699969,5,Ont  19- 81,T,,,,,,
05-BENN-0.5,0503-0007,Bennetts Creek,Canisteo,40 m above rte 36 bridge.,42.26543,-77.59466,8,PA-3-57-5-4,T,T,T,T,T,T,T
05-BENN-4.6,0503-0007,Bennetts Creek,Canisteo,rt. 248. 1 mi south of fall creek rd.,42.22197,-77.61391,8,PA-3-57-5-4,T,T,T,T,T,T,T
05-BENN-11.0,0503-0024,Bennetts Creek,Greenwood,30 m above rt 248 bridge.,42.13975,-77.64636,8,PA-3-57-5-4,T,F,T,T,T,T,T
06-BVIL-2.2,0601-0048,Bennettsville Creek,Bainbridge,40 m below rt. 206 bridge.,42.2575,-75.44861,7,SR-139,T,T,T,T,T,T,T
05-BENT-0.4,0501-0026,Bentley Creek,Ashland,100 m above rt 427 bridge.,42.01639,-76.73167,8,PA-3-16,T,F,T,T,T,T,T
14-LBEV-0.4,1403-0062,Benton Brook,Liberty,"10 m above benton hollow rd. bridge


























little beaver kill tributary.",41.85556,-74.78361,3,D-70-20-25- 9,T,F,T,T,T,F,F
01-BERG-1.3,0101-0004,Bergholtz Creek,Wheatfield,10 m above williams rd. bridge.,43.09239,-78.94073,9,ONT-158-8-1,T,F,T,T,T,F,F
12-BETY-0.2,1202-0050,Betty Brook,Blenheim,40 m below cr 43 bridge.,42.489,-74.509,4,H-240-82-104-4,T,T,T,T,T,T,T
14-BETT-0.1,1404-0003,Betty Brook,Stamford,rte 10 bridge; 40 m downstream.,42.34361,-74.73306,4,D-71 (portion 5),T,T,T,T,T,T,T
04-BIDW-1.5,0402-0063,Bidwells Creek,York,10 m upstream of sr 36/main st.,42.833967,-77.89615,8,Ont 117-53,T,T,T,T,T,T,T
06-BIBS-0.3,0602-0131,Big Brook,Lisle,jennings creek rd.,42.40083,-76.02194,7,SR-44-14-33,T,F,T,T,T,F,F
09-BIBK-5.4,0903-0184,Big Brook,Long Lake,on rte 30 at bridge.,44.00278,-74.48027,5,SL-1-P241-27,T,T,T,F,T,T,T
11-BGBK-1.0,1104-0192,Big Brook,Warrensburg,below alden rd. culvert.,43.47167,-73.78361,5,H-391-3,T,F,T,T,T,T,T
12-BIGB-0.2,1201-0218,Big Brook,Western,20 m above rte 46 bridge.,43.32417,-75.35833,6,H-240-263,T,F,T,F,F,F,F
12-BIGW-0.1,1203-0025,Big Brook,Ohio,at haskell rd. bridge.,43.43743,-74.8309,6,H-240-180-78,T,T,T,T,T,T,T
05-BGCK-0.6,0503-0028,Big Creek,Hornellsville,seneca st.,42.353,-77.66016,8,PA-3-57-5-48,T,T,T,T,T,T,T
10-BIGC-0.4,1005-0004,Big Creek,Kingsbury,cr 43 bridge.,43.356393,-73.48707,5,C-134- 4-27,F,F,F,F,F,F,F
10-BIGC-1.7,1005-0004,Big Creek,Hartford,off sr 149.,43.35627,-73.47009,5,C-134- 4-27,F,T,F,F,F,F,F
10-BIGC-6.3,1005-0004,Big Creek,Hartford,70 m west of sr 149.,43.359908,-73.42192,5,C-134- 4-27,T,T,T,T,T,T,T
12-BICK-0.6,1204-0005,Big Creek,Marshall,california rd.,42.9909,-75.42009,6,H-240-223-35,T,F,T,T,T,F,F
09-HOLL-0.4,0902-0042,Big Hollow Brook,Hopkinton,10 m above converse st bridge.,44.70417,-74.72527,6,SLC-32-27,T,F,T,T,T,F,F
14-BHOL-0.1,1404-0026,Big Hollow Brook,Deposit,big hollow rd. dead end. 5 m below foot bridge.,42.06694,-75.41833,4,D-71- 2 thru 13 (selected),T,F,T,F,F,F,F
01-BIND-1.9,0104-0073,Big Indian Creek,Perrysburg,20 m above wardtown rd. bridge.,42.51183,-79.0433,9,E-23-5,T,F,T,T,T,F,F
02-BIGI-0.7,0202-0021,Big Inlet,Chautauqua,at bridge on cr127.,42.268,-79.47599,9,PA-63-13-4-P122-21,T,F,T,T,T,T,T
14-LBIGP-0.0,1403-0084,Big Pond,Andes,Site Condition listed as reference.,42.046799,-74.7239,4,D-70-20-45-P345,F,F,F,F,T,F,F
07-SMON-1.6,0705-0097,Big Salmon Creek,Lansing,150 m upstream from fishing access at end of mill rd. in 2002. sample taken at lake shore rd. 25 m above bridge.,42.55333,-76.53333,7,ONT-66-12-P296-57,T,F,T,T,T,T,T
07-SMON-4.9,0705-0097,Big Salmon Creek,Lansing,above lockerby hill rd. bridge.,42.59306,-76.53416,7,ONT-66-12-P296-57,T,F,T,T,T,T,T
07-SMON-7.6,0705-0097,Big Salmon Creek,Lansing,above salmon creek rd. bridge.,42.62333,-76.53833,7,ONT-66-12-P296-57,T,F,T,T,T,T,T
07-SMON-8.4,0705-0097,Big Salmon Creek,Genoa,above blakely rd.,42.6325,-76.54389,7,ONT-66-12-P296-57,T,F,T,T,T,T,T
07-SMON-11.8,0705-0054,Big Salmon Creek,Genoa,50 m above sr 90 bridge.,42.66861,-76.53777,7,ONT-66-12-P296-57,T,F,T,T,T,F,F
07-SMON-14.3,0705-0054,Big Salmon Creek,Venice,myers rd. bridge.,42.689978,-76.538834,7,ONT-66-12-P296-57,T,F,T,F,F,T,T
07-SMON-18.8,0705-0054,Big Salmon Creek,Venice,walk 700 meters downstresm from cr 43b bridge.,42.733,-76.561,7,ONT-66-12-P296-57,T,F,T,T,T,T,T
07-SMON-21.5,0705-0054,Big Salmon Creek,Scipio,15 m below sherwood rd. bridge.,42.76389,-76.57332,7,ONT-66-12-P296-57,T,F,T,T,T,F,F
01-BSIS-2.0,0104-0013,Big Sister Creek,Evans,20 m below rt. 5 bridge.,42.65706,-79.03608,9,E-2,T,T,T,T,T,T,T
01-BSIS-8.6,0104-0047,Big Sister Creek,Evans,between pontiac and versailles rd. bridge. split in stream.,42.62475,-78.96739,9,E-2,T,T,T,T,T,T,T
01-BSIS-11.4,0104-0047,Big Sister Creek,Evans,10 m below cain rd. bridge.,42.60895,-78.94638,9,E-2,T,F,T,T,T,F,F
04-BSPR-0.2,0402-0027,Big Spring Creek,Wheatland,off spring st.,42.991944,-77.866183,8,Ont 117- 25 (portion 1),F,T,F,F,F,F,F
04-BSPR-0.6,0402-0027,Big Spring Creek,Caledonia,30 m below rr bridge at fish hatchery.,42.98721,-77.86153,8,Ont 117-25,T,F,T,T,T,T,T
07-BGST-0.1,0705-0087,Big Stream,Starkey,at south glenora rd.,42.49,-76.9143,8,Ont  66-12-P369- 93,T,T,T,T,T,T,T
07-BGST-6.1,0705-0087,Big Stream,Barrington,pre-emption rd; 20 m above.,42.52367,-76.99204,8,ONT-66-12-P369-93,T,F,T,T,T,F,F
04-BLOW-0.4,0402-0016,Bigelow Creek,Byron,cockram rd. ; 5 m above bridge.,43.06632,-78.06949,8,ONT-117-19-30,T,T,T,T,T,T,T
04-BLOW-4.6,0402-0016,Bigelow Creek,Stafford,griswold rd. culvert.,43.03504,-78.1109,8,ONT-117-19-30,T,T,T,T,T,T,F
09-BICR-2.6,0906-0027,Birch Creek,Macomb,turner rd; 10 m above swamp at guard rail.,44.47222,-75.55806,6,SL-25-7-2-2,T,F,T,T,T,T,T
13-BRCH-0.5,1307-0037,Birch Creek,Shandaken,20 m above lasher rd. bridge.,42.10778,-74.45138,3,H-171/P848-52,T,F,T,T,T,T,T
13-BRCH-1.5,1307-0037,Birch Creek,Shandaken,off rte 28. above dirt rd. bridge.,42.11917,-74.46056,3,H-171/P848-52,T,F,T,T,T,F,F
13-BRCH-2.3,1307-0037,Birch Creek,Shandaken,30 m above lake st. covered bridge.,42.12611,-74.4714,3,H-171/P848-52,T,T,T,T,T,T,T
13-BRCH-2.7,1307-0037,Birch Creek,Shandaken,5 m below main st. bridge.,42.13,-74.47583,3,H-171/P848-52,T,T,T,T,T,T,T
13-BRCH-4.0,1307-0037,Birch Creek,Shandaken,below birch creek rd. bridge.,42.1474,-74.4779,3,H-171/P848-52,T,F,T,T,T,T,T
14-BIRC-0.8,1401-0119,Birch Ridge Brook,Bethel,800 ft east off swiss hill rd.,41.731732,-74.923095,3,D-53-1- 8,T,F,T,T,T,T,T
02-BIRH-1.4,0201-0037,Birch Run,Allegany,"lower birch run rd.


























culvert


























by the birch run gravel pit.",42.08611,-78.555,9,PA-53-41,T,F,T,T,T,F,F
14-BISC-0.7,1402-0008,Biscuit Brook,Denning,biscuit bk above pigeon bk at frost valley follow blue trail to site.,41.99278,-74.50305,3,D- 1-P58b-83,T,F,T,T,T,T,T
10-BISH-0.6,1005-0064,Bishop Brook,Fort Ann,rte 149. 50 m below bridge. fields on each side.,43.4039,-73.5382,5,C-134- 4-19- 8,T,T,T,T,T,T,T
02-BLBA-0.4,0202-0066,Black Brook,French Creek,conway rd.,42.05833,-79.73194,9,PA-81-10,T,F,T,T,T,F,T
10-BLBR-2.4,1004-0042,Black Brook,Black Brook,150 m below co. rt. 17 bridge.,44.45861,-73.74333,5,C- 25-26,T,F,T,T,T,T,T
11-BLBK-0.1,1104-0191,Black Brook,North Hudson,route 9.,43.98611,-73.71584,5,H-391-53,T,F,T,T,T,F,F
13-BABK-0.1,1310-0022,Black Brook,Nassau,rte 66.,42.51292,-73.50897,4,H-204- 2,T,F,T,T,T,F,F
13-WBABK-2.7,1310-0022,Black Brook,Stephentown,ingalls preserve. horse haven rd.,42.526535,-73.47255,4,H-204- 2,F,F,F,F,F,F,F
14-BLAB-0.1,1401-0032,Black Brook,Lumberland,plank rd; last bridge at mouth near power plant.,41.53139,-74.76417,3,D-10-11,T,F,T,F,F,F,F
14-BLAB-1.7,1401-0032,Black Brook,Forestburgh,60 meters east off plank rd.,41.55053,-74.76079,3,D-10-11,T,F,T,F,F,T,T
01-BLKE-0.1,0102-0004,Black Creek,Amherst,smith rd. bridge.,43.05013,-78.7118,9,ONT-158-12-6-3,T,F,T,T,T,T,T
03-BLCN-0.6,0301-0019,Black Creek,Parma,sr 261.,43.273739,-77.7504,8,Ont 123-P154- 1,F,F,F,T,T,F,F
04-BLAK-5.5,0402-0033,Black Creek,Chili,300 m below rt. 386 bridge (scottsville chili rd.).,43.08984,-77.75697,8,ONT-117-19,T,F,T,T,T,F,F
04-BLAK-9.9,0402-0033,Black Creek,Chili,200 m below rt. 33a bridge (chili riga center rd.).,43.0845,-77.81409,8,ONT-117-19,T,F,T,T,T,F,F
04-BLAK-14.7,0402-0033,Black Creek,Riga,80 m below burnt mill rd. bridge.,43.0927,-77.86427,8,ONT-117-19,T,T,T,T,T,T,T
04-BLAK-30.1,0402-0028,Black Creek,Byron,200 m above rt. 237 bridge.,43.08883,-78.06738,8,ONT-117-19,T,F,T,T,T,T,T
04-BLAK-30.7,0402-0028,Black Creek,Byron,trestle park.,43.082,-78.0685,8,ONT-117-19,T,F,F,T,T,T,T
04-BLAK-30.8,0402-0028,Black Creek,Byron,byron elba rd.,43.079958,-78.068642,8,Ont 117- 19,F,T,F,F,F,F,F
04-BLAK-32.0,0402-0048,Black Creek,Byron,50 m above cockram rd. bridge.,43.06578,-78.06517,8,ONT-117-19,T,T,T,T,T,T,T
04-BLAK-33.7,0402-0048,Black Creek,Byron,at walkers corner rd.,43.048219,-78.06941,8,Ont 117- 19,F,T,F,F,F,F,F
04-BLAK-34.9,0402-0048,Black Creek,Stafford,griswold rd. crossing.,43.0341,-78.07539,8,ONT-117-19,T,T,T,T,T,T,T
04-BLAK-36.4,0402-0048,Black Creek,Stafford,upstream of thruway at end of dead end (morganville rd.) walk down gated path.,43.01557,-78.08019,8,ONT-117-19,T,F,F,T,T,T,T
04-BLAK-37.3,0402-0048,Black Creek,Stafford,gorge site. walk down dry steep stream bed to below falls.,43.00573,-78.075,8,ONT-117-19,T,F,F,T,T,T,T
04-BLAK-37.4,0402-0048,Black Creek,Stafford,"upstream of gorge at randal rd. 


























chemistry only.",43.00428,-78.0737,8,ONT-117-19,T,F,F,F,F,T,T
04-BLAK-46.2,0402-0048,Black Creek,Bethany,upstream of mclernon rd. crossing. cafo site.,42.9244,-78.1178,8,ONT-117-19,T,F,F,T,T,T,T
04-BLAK-48.2,0402-0048,Black Creek,Bethany,sr 20 crossing.,42.904,-78.1229,8,ONT-117-19,T,F,F,T,T,T,T
04-BLAK-50.2,0402-0048,Black Creek,Bethany,at bottom of county park.,42.8773,-78.118795,8,ONT-117-19,T,F,F,T,T,T,T
04-BLCB-1.8,0403-0064,Black Creek,Belfast,300 m down lake rd. bridge.,42.31724,-78.13034,9,ONT-117-148,T,F,T,T,T,T,T
04-BLCB-2.0,0403-0064,Black Creek,Belfast,lake rd. bridge.,42.31607,-78.13316,9,Ont 117-148,F,T,F,F,F,F,F
04-BLCE-1.6,0403-0067,Black Creek,West Almond,cr 16 bridge.,42.32186,-77.94265,9,ONT-117-155-9,T,F,T,F,F,F,F
04-BLCE-5.2,0403-0067,Black Creek,Birdsall,75 m upstream of cr 16 (dalton rd) bridge.,42.36841,-77.92116,9,ONT-117-155-9,T,T,T,F,T,T,T
04-WBLAK-50.2,0402-0048,Black Creek,Bethany,downstream of bridge b-d connector trail genesee cty. park and forest.,42.878549,-78.1186,8,ONT-117-19,F,F,F,F,F,F,F
04-WBLCE-4.2,0403-0067,Black Creek,Birdsall,cr 16 (dalton rd). west off rd.,42.355,-77.9198,9,Ont-117-155-9,F,F,F,F,F,F,F
07-BLAN-0.4,0703-0056,Black Creek,Constantia,"center st. bridge 


























2 big culverts


























small wooden bridge


























30 m above.",43.23611,-75.88528,7,ONT-66-11-P26-15,T,F,T,T,T,F,F
07-BLKO-0.6,0701-0024,Black Creek,Volney,co rte 57 bridge; 5 m downstream.,43.36889,-76.4261,7,ONT-66-2,T,F,T,T,T,F,F
07-BLKO-7.7,0701-0024,Black Creek,Volney,sr 176.,43.405335,-76.400899,7,Ont  66- 2,F,F,F,T,T,F,F
07-WBLAN-0.1,0703-0056,Black Creek,Constantia,downstream of bridge st. dam.,43.23247,-75.88213,7,ONT-66-11-P26-15,F,F,F,F,F,F,F
08-BLAC-0.6,0801-0171,Black Creek,New Bremen,below rt. 126 bridge.,43.89056,-75.39806,6,ONT-19-40-3,T,F,T,T,T,F,F
08-BLAC-2.5,0801-0171,Black Creek,New Bremen,20 m above farney rd.,43.87534,-75.37319,6,Ont  19- 40- 3,F,F,F,F,F,F,F
08-BLAC-7.6,0801-0171,Black Creek,New Bremen,300 meters downstream of new rd.,43.850565,-75.313486,6,ONT-19-40-3,T,F,T,T,T,T,T
09-BLAH-4.2,0906-0061,Black Creek,Hammond,at cr 3.,44.42056,-75.69417,6,SL-25-7-8,T,T,T,T,T,T,T
09-BLAH-9.1,0906-0061,Black Creek,Hammond,at south hammond rd. bridge.,44.39335,-75.72928,6,SL-25-  7/P1- 8,F,T,F,F,F,F,F
09-BLAP-0.8,0906-0045,Black Creek,Philadelphia,at garden of eden rd. bridge.,44.148611,-75.700555,6,SL-25-  7/P1- 3-30,F,T,F,F,F,F,F
09-BLAP-1.8,0906-0045,Black Creek,Philadelphia,cr 29 above belile rd.,44.13639,-75.70722,6,SL-25-7-3-30,T,F,T,T,T,T,T
09-BLAP-17.4,0906-0046,Black Creek,Wilna,cr 29 belile rd.,44.0512,-75.55547,6,SL-25-7-3-30,T,F,T,T,T,T,T
11-BLKC-1.8,1103-0017,Black Creek,Salem,cemetery rd. bridge; 30 m upstream.,43.16139,-73.36916,5,H-301-20,T,F,T,T,T,T,T
12-BLCR-17.0,1203-0072,Black Creek,Salisbury,1.75 miles west off jerseyfield rd.,43.268501,-74.804199,6,H-240-180- P799-19,F,F,F,F,F,F,F
12-BLCR-19.3,1203-0072,Black Creek,Salisbury,At Jerseyfield Rd. Low Gradient. 3.8 sq mi drainage.,43.26541,-74.778108,6,H-240-180- P799-19,T,T,T,F,F,T,T
13-BLKH-1.2,1301-0202,Black Creek,Esopus,100 m above rte 9w bridge.,41.81805,-73.96444,3,H-128,T,T,T,T,T,F,F
13-BLKH-8.2,1301-0203,Black Creek,Lloyd,at riverside rd. bridge.,41.744376,-73.985304,3,H-128,T,T,T,T,T,T,T
13-BLKK-1.1,1311-0024,Black Creek,Guilderland,10 m below weaver rd. bridge.,42.71081,-73.98769,4,H-221- 4-P270- 1- 1,T,T,T,T,T,T,F
13-WBLKK-8.8,1311-0024,Black Creek,Guilderland,cr 202.,42.6727,-73.98259,4,H-221- 4-P270- 1- 1,F,F,F,F,F,F,F
13-WBLKK-8.9,1311-0024,Black Creek,Guilderland,cr 202. meadowdale rd.,42.673247,-73.981825,4,H-221- 4-P270- 1- 1,F,F,F,F,F,F,F
07-BLCK-2.8,0704-0033,Black Creek,Walworth,Access from end of Baker road. Site upstream of wallworth WWTP.,43.12919,-77.312693,8,Ont  66-12-52-23-24,T,,T,,,T,T
13-BLMD-3.0,1303-0025,Black Meadow Creek,Chester,at culvert beneath west ave and immediately prior to route 17.,41.35787,-74.28707,3,H- 89-20,T,F,F,T,T,T,F
08-BLCK-1.2,0801-0250,Black River,Brownville,rt.180 bridge.,44.00566,-76.048717,6,ONT-19,T,F,T,T,T,F,T
08-BLCK-1.4,0801-0250,Black River,Hounsfield,sr 180 bridge.,44.00444,-76.04527,6,Ont  19 (portion 1),F,T,F,F,F,F,F
08-BLCK-4.8,0801-0250,Black River,Hounsfield,bridge street bridge.,44.00056,-75.98194,6,Ont  19 (portion 1),F,T,F,F,F,F,F
08-BLCK-8.0,0801-0250,Black River,Watertown,van duzee st. bridge.,43.98472,-75.925,6,ONT-19,T,T,T,T,T,F,F
08-BLCK-30.0,0801-0190,Black River,Champion,0.9 mi. below new stp.,43.99365,-75.631952,6,ONT-19,T,F,T,T,T,F,T
08-BLCK-47.6,0801-0251,Black River,New Bremen,200 m below rt. 26a (rt. 812) bridge.,43.82556,-75.46528,6,ONT-19,T,F,T,T,T,F,T
08-BLCK-47.8,0801-0251,Black River,Lowville,at sr 812 bridge.,43.822778,-75.463611,6,Ont  19 (portion 4),F,T,F,F,F,F,F
08-BLCK-53.4,0801-0199,Black River,Lowville,no. 4 rd. fishing access. off cr 22.,43.77489,-75.44699,6,ONT-19,T,F,T,T,T,F,F
08-BLCK-64.9,0801-0199,Black River,Greig,10 m below greig rd. bridge (boat launch).,43.71,-75.39971,6,ONT-19,T,F,T,T,T,F,F
